SN:3K430000011034 BD:Jun 13 2018 VC:1b25605 MD5:6b0db77fe57db46f4053c6adab9edcba
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd, Temp_Status_mA,Temp_Status_mA_sd,Analyzer_Status_mA,Analyzer_Status_mA_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  06/20/2022 08:49:21.384,     2.46970e+0,     0.00000e+0,     1.35047e+4,     0.00000e+0,     4.68226e+2,     0.00000e+0,     2.50351e+0,     0.00000e+0,     4.74636e+2,     0.00000e+0,     1.40309e+2,     0.00000e+0,     2.25487e+1,     0.00000e+0,     2.37665e+1,     0.00000e+0,     1.12584e+1,     0.00000e+0,     8.32231e+0,     0.00000e+0,     6.89115e-1,     0.00000e+0,    -7.62307e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:22.377,     2.45504e+0,     0.00000e+0,     1.43274e+4,     0.00000e+0,     4.57139e+2,     0.00000e+0,     2.49073e+0,     0.00000e+0,     4.63784e+2,     0.00000e+0,     1.40309e+2,     0.00000e+0,     2.25514e+1,     0.00000e+0,     2.37711e+1,     0.00000e+0,     1.12632e+1,     0.00000e+0,     8.32062e+0,     0.00000e+0,     6.89115e-1,     0.00000e+0,    -7.62307e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:23.373,     2.44704e+0,     0.00000e+0,     1.48328e+4,     0.00000e+0,     4.47189e+2,     0.00000e+0,     2.48388e+0,     0.00000e+0,     4.53922e+2,     0.00000e+0,     1.40346e+2,     0.00000e+0,     2.25545e+1,     0.00000e+0,     2.37777e+1,     0.00000e+0,     1.12719e+1,     0.00000e+0,     8.32232e+0,     0.00000e+0,     6.89241e-1,     0.00000e+0,    -7.62232e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:24.367,     2.44153e+0,     0.00000e+0,     1.53290e+4,     0.00000e+0,     4.40454e+2,     0.00000e+0,     2.47954e+0,     0.00000e+0,     4.47311e+2,     0.00000e+0,     1.40369e+2,     0.00000e+0,     2.25568e+1,     0.00000e+0,     2.37808e+1,     0.00000e+0,     1.12757e+1,     0.00000e+0,     8.32241e+0,     0.00000e+0,     6.89361e-1,     0.00000e+0,    -7.62160e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:25.361,     2.43651e+0,     0.00000e+0,     1.57609e+4,     0.00000e+0,     4.33669e+2,     0.00000e+0,     2.47553e+0,     0.00000e+0,     4.40614e+2,     0.00000e+0,     1.40373e+2,     0.00000e+0,     2.25603e+1,     0.00000e+0,     2.37915e+1,     0.00000e+0,     1.12795e+1,     0.00000e+0,     8.32313e+0,     0.00000e+0,     6.89361e-1,     0.00000e+0,    -7.62160e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:26.355,     2.43192e+0,     0.00000e+0,     1.60531e+4,     0.00000e+0,     4.28409e+2,     0.00000e+0,     2.47160e+0,     0.00000e+0,     4.35399e+2,     0.00000e+0,     1.40386e+2,     0.00000e+0,     2.25627e+1,     0.00000e+0,     2.37969e+1,     0.00000e+0,     1.12852e+1,     0.00000e+0,     8.32346e+0,     0.00000e+0,     6.89443e-1,     0.00000e+0,    -7.62109e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:27.351,     2.42804e+0,     0.00000e+0,     1.63623e+4,     0.00000e+0,     4.24577e+2,     0.00000e+0,     2.46843e+0,     0.00000e+0,     4.31640e+2,     0.00000e+0,     1.40351e+2,     0.00000e+0,     2.25652e+1,     0.00000e+0,     2.38040e+1,     0.00000e+0,     1.12876e+1,     0.00000e+0,     8.32103e+0,     0.00000e+0,     6.89531e-1,     0.00000e+0,    -7.62059e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:28.346,     2.42369e+0,     0.00000e+0,     1.66072e+4,     0.00000e+0,     4.20589e+2,     0.00000e+0,     2.46462e+0,     0.00000e+0,     4.27692e+2,     0.00000e+0,     1.40350e+2,     0.00000e+0,     2.25679e+1,     0.00000e+0,     2.38129e+1,     0.00000e+0,     1.12905e+1,     0.00000e+0,     8.32535e+0,     0.00000e+0,     6.89531e-1,     0.00000e+0,    -7.62059e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:29.339,     2.41954e+0,     0.00000e+0,     1.68295e+4,     0.00000e+0,     4.17876e+2,     0.00000e+0,     2.46095e+0,     0.00000e+0,     4.25029e+2,     0.00000e+0,     1.40351e+2,     0.00000e+0,     2.25706e+1,     0.00000e+0,     2.38183e+1,     0.00000e+0,     1.12926e+1,     0.00000e+0,     8.32453e+0,     0.00000e+0,     6.89594e-1,     0.00000e+0,    -7.62028e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:30.335,     2.41807e+0,     0.00000e+0,     1.70376e+4,     0.00000e+0,     4.15629e+2,     0.00000e+0,     2.45998e+0,     0.00000e+0,     4.22833e+2,     0.00000e+0,     1.40328e+2,     0.00000e+0,     2.25735e+1,     0.00000e+0,     2.38284e+1,     0.00000e+0,     1.12951e+1,     0.00000e+0,     8.32365e+0,     0.00000e+0,     6.89594e-1,     0.00000e+0,    -7.62028e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:31.328,     2.41480e+0,     0.00000e+0,     1.71519e+4,     0.00000e+0,     4.13492e+2,     0.00000e+0,     2.45694e+0,     0.00000e+0,     4.20708e+2,     0.00000e+0,     1.40314e+2,     0.00000e+0,     2.25764e+1,     0.00000e+0,     2.38332e+1,     0.00000e+0,     1.12948e+1,     0.00000e+0,     8.32361e+0,     0.00000e+0,     6.89594e-1,     0.00000e+0,    -7.62003e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:32.322,     2.41142e+0,     0.00000e+0,     1.72682e+4,     0.00000e+0,     4.11817e+2,     0.00000e+0,     2.45379e+0,     0.00000e+0,     4.19054e+2,     0.00000e+0,     1.40314e+2,     0.00000e+0,     2.25787e+1,     0.00000e+0,     2.38392e+1,     0.00000e+0,     1.12972e+1,     0.00000e+0,     8.32363e+0,     0.00000e+0,     6.89594e-1,     0.00000e+0,    -7.61979e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:33.317,     2.40560e+0,     0.00000e+0,     1.73901e+4,     0.00000e+0,     4.10484e+2,     0.00000e+0,     2.44817e+0,     0.00000e+0,     4.17748e+2,     0.00000e+0,     1.40285e+2,     0.00000e+0,     2.25814e+1,     0.00000e+0,     2.38506e+1,     0.00000e+0,     1.13002e+1,     0.00000e+0,     8.32381e+0,     0.00000e+0,     6.89594e-1,     0.00000e+0,    -7.61979e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  06/20/2022 08:49:34.311,     2.40142e+0,     0.00000e+0,     1.74838e+4,     0.00000e+0,     4.09001e+2,     0.00000e+0,     2.44416e+0,     0.00000e+0,     4.16279e+2,     0.00000e+0,     1.40337e+2,     0.00000e+0,     2.25837e+1,     0.00000e+0,     2.38519e+1,     0.00000e+0,     1.13003e+1,     0.00000e+0,     8.32560e+0,     0.00000e+0,     6.89594e-1,     0.00000e+0,    -7.61958e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
