SN:3K430000011034 BD:Jun 13 2018 VC:1b25605 MD5:6b0db77fe57db46f4053c6adab9edcba
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd, Temp_Status_mA,Temp_Status_mA_sd,Analyzer_Status_mA,Analyzer_Status_mA_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  07/07/2022 08:42:14.138,     2.33754e+0,     0.00000e+0,     1.82661e+4,     0.00000e+0,     4.86120e+2,     0.00000e+0,     2.38103e+0,     0.00000e+0,     4.95164e+2,     0.00000e+0,     1.40401e+2,     0.00000e+0,     2.42563e+1,     0.00000e+0,     2.48929e+1,     0.00000e+0,     1.12818e+1,     0.00000e+0,     8.32293e+0,     0.00000e+0,     6.89247e-1,     0.00000e+0,    -7.62289e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:15.132,     2.30804e+0,     0.00000e+0,     1.91875e+4,     0.00000e+0,     4.75360e+2,     0.00000e+0,     2.35320e+0,     0.00000e+0,     4.84660e+2,     0.00000e+0,     1.40426e+2,     0.00000e+0,     2.42581e+1,     0.00000e+0,     2.48942e+1,     0.00000e+0,     1.12843e+1,     0.00000e+0,     8.32255e+0,     0.00000e+0,     6.89247e-1,     0.00000e+0,    -7.62289e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:16.126,     2.29209e+0,     0.00000e+0,     1.96085e+4,     0.00000e+0,     4.66770e+2,     0.00000e+0,     2.33794e+0,     0.00000e+0,     4.76106e+2,     0.00000e+0,     1.40436e+2,     0.00000e+0,     2.42602e+1,     0.00000e+0,     2.49011e+1,     0.00000e+0,     1.12877e+1,     0.00000e+0,     8.32277e+0,     0.00000e+0,     6.89462e-1,     0.00000e+0,    -7.62198e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:17.120,     2.28055e+0,     0.00000e+0,     1.99582e+4,     0.00000e+0,     4.60644e+2,     0.00000e+0,     2.32699e+0,     0.00000e+0,     4.70025e+2,     0.00000e+0,     1.40410e+2,     0.00000e+0,     2.42618e+1,     0.00000e+0,     2.49072e+1,     0.00000e+0,     1.12874e+1,     0.00000e+0,     8.32327e+0,     0.00000e+0,     6.89462e-1,     0.00000e+0,    -7.62198e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:18.116,     2.27024e+0,     0.00000e+0,     2.01883e+4,     0.00000e+0,     4.54849e+2,     0.00000e+0,     2.31702e+0,     0.00000e+0,     4.64220e+2,     0.00000e+0,     1.40357e+2,     0.00000e+0,     2.42637e+1,     0.00000e+0,     2.49112e+1,     0.00000e+0,     1.12912e+1,     0.00000e+0,     8.32322e+0,     0.00000e+0,     6.89636e-1,     0.00000e+0,    -7.62125e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:19.109,     2.26259e+0,     0.00000e+0,     2.04165e+4,     0.00000e+0,     4.50422e+2,     0.00000e+0,     2.30975e+0,     0.00000e+0,     4.59810e+2,     0.00000e+0,     1.40343e+2,     0.00000e+0,     2.42652e+1,     0.00000e+0,     2.49152e+1,     0.00000e+0,     1.12924e+1,     0.00000e+0,     8.32440e+0,     0.00000e+0,     6.89636e-1,     0.00000e+0,    -7.62125e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:20.104,     2.25561e+0,     0.00000e+0,     2.06174e+4,     0.00000e+0,     4.46894e+2,     0.00000e+0,     2.30309e+0,     0.00000e+0,     4.56301e+2,     0.00000e+0,     1.40339e+2,     0.00000e+0,     2.42667e+1,     0.00000e+0,     2.49178e+1,     0.00000e+0,     1.12927e+1,     0.00000e+0,     8.32397e+0,     0.00000e+0,     6.89813e-1,     0.00000e+0,    -7.62062e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:21.098,     2.24854e+0,     0.00000e+0,     2.07772e+4,     0.00000e+0,     4.43853e+2,     0.00000e+0,     2.29625e+0,     0.00000e+0,     4.53271e+2,     0.00000e+0,     1.40390e+2,     0.00000e+0,     2.42685e+1,     0.00000e+0,     2.49195e+1,     0.00000e+0,     1.12959e+1,     0.00000e+0,     8.32510e+0,     0.00000e+0,     6.89813e-1,     0.00000e+0,    -7.62062e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:22.094,     2.24421e+0,     0.00000e+0,     2.09402e+4,     0.00000e+0,     4.41741e+2,     0.00000e+0,     2.29221e+0,     0.00000e+0,     4.51189e+2,     0.00000e+0,     1.40432e+2,     0.00000e+0,     2.42698e+1,     0.00000e+0,     2.49218e+1,     0.00000e+0,     1.12927e+1,     0.00000e+0,     8.32298e+0,     0.00000e+0,     6.89958e-1,     0.00000e+0,    -7.62015e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/07/2022 08:42:23.088,     2.24088e+0,     0.00000e+0,     2.10472e+4,     0.00000e+0,     4.39945e+2,     0.00000e+0,     2.28906e+0,     0.00000e+0,     4.49404e+2,     0.00000e+0,     1.40419e+2,     0.00000e+0,     2.42715e+1,     0.00000e+0,     2.49261e+1,     0.00000e+0,     1.12953e+1,     0.00000e+0,     8.32518e+0,     0.00000e+0,     6.89958e-1,     0.00000e+0,    -7.62015e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
