"Plot Title: UM-ARB_Winter22"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21086709, SEN S/N: 21086709)","Intensity, lum/ft² (LGR S/N: 21086709, SEN S/N: 21086709)","Coupler Attached (LGR S/N: 21086709)","Host Connected (LGR S/N: 21086709)","End Of File (LGR S/N: 21086709)"
585,07/03/22 02:00:00 PM,25.125,9.0,,,
586,07/03/22 02:30:00 PM,25.222,14.0,,,
587,07/03/22 03:00:00 PM,25.513,3.0,,,
588,07/03/22 03:30:00 PM,25.902,3.0,,,
589,07/03/22 04:00:00 PM,26.195,4.0,,,
590,07/03/22 04:30:00 PM,26.292,7.0,,,
591,07/03/22 05:00:00 PM,26.390,4.0,,,
592,07/03/22 05:30:00 PM,26.390,2.0,,,
593,07/03/22 06:00:00 PM,26.390,1.0,,,
594,07/03/22 06:30:00 PM,26.488,1.0,,,
595,07/03/22 07:00:00 PM,26.585,0.0,,,
596,07/03/22 07:30:00 PM,26.488,0.0,,,
597,07/03/22 08:00:00 PM,26.488,0.0,,,
598,07/03/22 08:30:00 PM,26.488,0.0,,,
599,07/03/22 09:00:00 PM,26.585,0.0,,,
600,07/03/22 09:30:00 PM,26.585,0.0,,,
601,07/03/22 10:00:00 PM,26.488,0.0,,,
602,07/03/22 10:30:00 PM,26.488,0.0,,,
603,07/03/22 11:00:00 PM,26.488,0.0,,,
604,07/03/22 11:30:00 PM,26.390,0.0,,,
605,07/04/22 12:00:00 AM,26.390,0.0,,,
606,07/04/22 12:30:00 AM,26.292,0.0,,,
607,07/04/22 01:00:00 AM,26.195,0.0,,,
608,07/04/22 01:30:00 AM,26.097,0.0,,,
609,07/04/22 02:00:00 AM,26.000,0.0,,,
610,07/04/22 02:30:00 AM,25.902,0.0,,,
611,07/04/22 03:00:00 AM,25.805,0.0,,,
612,07/04/22 03:30:00 AM,25.805,0.0,,,
613,07/04/22 04:00:00 AM,25.708,0.0,,,
614,07/04/22 04:30:00 AM,25.610,0.0,,,
615,07/04/22 05:00:00 AM,25.513,0.0,,,
616,07/04/22 05:30:00 AM,25.416,0.0,,,
617,07/04/22 06:00:00 AM,25.416,0.0,,,
618,07/04/22 06:30:00 AM,25.319,0.0,,,
619,07/04/22 07:00:00 AM,25.319,0.0,,,
620,07/04/22 07:30:00 AM,25.319,1.0,,,
621,07/04/22 08:00:00 AM,25.319,1.0,,,
622,07/04/22 08:30:00 AM,25.319,2.0,,,
623,07/04/22 09:00:00 AM,25.319,0.0,,,
624,07/04/22 09:30:00 AM,25.319,2.0,,,
625,07/04/22 10:00:00 AM,25.319,3.0,,,
626,07/04/22 10:30:00 AM,25.222,0.0,,,
627,07/04/22 11:00:00 AM,25.222,1.0,,,
628,07/04/22 11:30:00 AM,25.125,2.0,,,
629,07/04/22 12:00:00 PM,25.125,1.0,,,
630,07/04/22 12:30:00 PM,25.028,0.0,,,
631,07/04/22 01:00:00 PM,25.028,1.0,,,
632,07/04/22 01:30:00 PM,25.028,0.0,,,
633,07/04/22 02:00:00 PM,24.931,0.0,,,
634,07/04/22 02:30:00 PM,24.931,0.0,,,
635,07/04/22 03:00:00 PM,24.835,4.0,,,
636,07/04/22 03:30:00 PM,24.835,5.0,,,
637,07/04/22 04:00:00 PM,24.835,6.0,,,
638,07/04/22 04:30:00 PM,24.835,3.0,,,
639,07/04/22 05:00:00 PM,24.738,2.0,,,
640,07/04/22 05:30:00 PM,24.641,2.0,,,
641,07/04/22 06:00:00 PM,24.641,0.0,,,
642,07/04/22 06:30:00 PM,24.641,0.0,,,
643,07/04/22 07:00:00 PM,24.738,0.0,,,
644,07/04/22 07:30:00 PM,24.641,0.0,,,
645,07/04/22 08:00:00 PM,24.738,0.0,,,
646,07/04/22 08:30:00 PM,24.835,0.0,,,
647,07/04/22 09:00:00 PM,24.931,0.0,,,
648,07/04/22 09:30:00 PM,25.028,0.0,,,
649,07/04/22 10:00:00 PM,25.125,0.0,,,
650,07/04/22 10:30:00 PM,25.125,0.0,,,
651,07/04/22 11:00:00 PM,25.125,0.0,,,
652,07/04/22 11:30:00 PM,25.125,0.0,,,
653,07/05/22 12:00:00 AM,25.125,0.0,,,
654,07/05/22 12:30:00 AM,25.028,0.0,,,
655,07/05/22 01:00:00 AM,24.931,0.0,,,
656,07/05/22 01:30:00 AM,24.931,0.0,,,
657,07/05/22 02:00:00 AM,24.931,0.0,,,
658,07/05/22 02:30:00 AM,24.835,0.0,,,
659,07/05/22 03:00:00 AM,24.835,0.0,,,
660,07/05/22 03:30:00 AM,24.835,0.0,,,
661,07/05/22 04:00:00 AM,24.738,0.0,,,
662,07/05/22 04:30:00 AM,24.738,0.0,,,
663,07/05/22 05:00:00 AM,24.641,0.0,,,
664,07/05/22 05:30:00 AM,24.545,0.0,,,
665,07/05/22 06:00:00 AM,24.448,0.0,,,
666,07/05/22 06:30:00 AM,24.351,0.0,,,
667,07/05/22 07:00:00 AM,24.255,1.0,,,
668,07/05/22 07:30:00 AM,24.255,0.0,,,
669,07/05/22 08:00:00 AM,24.158,1.0,,,
670,07/05/22 08:30:00 AM,24.158,1.0,,,
671,07/05/22 09:00:00 AM,24.255,1.0,,,
672,07/05/22 09:30:00 AM,24.255,1.0,,,
673,07/05/22 10:00:00 AM,24.351,2.0,,,
674,07/05/22 10:30:00 AM,24.448,4.0,,,
675,07/05/22 11:00:00 AM,24.641,4.0,,,
676,07/05/22 11:30:00 AM,25.610,4.0,,,
677,07/05/22 12:00:00 PM,26.195,2.0,,,
678,07/05/22 12:30:00 PM,26.585,3.0,,,
679,07/05/22 01:00:00 PM,26.585,2.0,,,
680,07/05/22 01:30:00 PM,26.781,3.0,,,
681,07/05/22 02:00:00 PM,27.173,5.0,,,
682,07/05/22 02:30:00 PM,27.272,6.0,,,
683,07/05/22 03:00:00 PM,27.468,4.0,,,
684,07/05/22 03:30:00 PM,27.567,3.0,,,
685,07/05/22 04:00:00 PM,27.862,6.0,,,
686,07/05/22 04:30:00 PM,27.961,1.0,,,
687,07/05/22 05:00:00 PM,28.159,4.0,,,
688,07/05/22 05:30:00 PM,28.258,0.0,,,
689,07/05/22 06:00:00 PM,28.357,0.0,,,
690,07/05/22 06:30:00 PM,28.357,0.0,,,
691,07/05/22 07:00:00 PM,28.258,0.0,,,
692,07/05/22 07:30:00 PM,28.258,0.0,,,
693,07/05/22 08:00:00 PM,28.060,0.0,,,
694,07/05/22 08:30:00 PM,27.961,0.0,,,
695,07/05/22 09:00:00 PM,27.764,0.0,,,
696,07/05/22 09:30:00 PM,27.764,0.0,,,
697,07/05/22 10:00:00 PM,27.665,0.0,,,
698,07/05/22 10:30:00 PM,27.567,0.0,,,
699,07/05/22 11:00:00 PM,27.468,0.0,,,
700,07/05/22 11:30:00 PM,27.272,0.0,,,
701,07/06/22 12:00:00 AM,27.075,0.0,,,
702,07/06/22 12:30:00 AM,26.879,0.0,,,
703,07/06/22 01:00:00 AM,26.585,0.0,,,
704,07/06/22 01:30:00 AM,26.292,0.0,,,
705,07/06/22 02:00:00 AM,25.805,0.0,,,
706,07/06/22 02:30:00 AM,25.416,0.0,,,
707,07/06/22 03:00:00 AM,25.028,0.0,,,
708,07/06/22 03:30:00 AM,24.738,0.0,,,
709,07/06/22 04:00:00 AM,24.738,0.0,,,
710,07/06/22 04:30:00 AM,24.641,0.0,,,
711,07/06/22 05:00:00 AM,24.641,0.0,,,
712,07/06/22 05:30:00 AM,24.641,0.0,,,
713,07/06/22 06:00:00 AM,24.448,0.0,,,
714,07/06/22 06:30:00 AM,24.448,0.0,,,
715,07/06/22 07:00:00 AM,24.351,0.0,,,
716,07/06/22 07:30:00 AM,24.448,0.0,,,
717,07/06/22 08:00:00 AM,24.351,0.0,,,
718,07/06/22 08:30:00 AM,24.351,0.0,,,
719,07/06/22 09:00:00 AM,24.255,0.0,,,
720,07/06/22 09:30:00 AM,24.351,0.0,,,
721,07/06/22 10:00:00 AM,24.255,0.0,,,
722,07/06/22 10:30:00 AM,24.448,0.0,,,
723,07/06/22 11:00:00 AM,24.545,1.0,,,
724,07/06/22 11:30:00 AM,24.641,0.0,,,
725,07/06/22 12:00:00 PM,24.835,0.0,,,
726,07/06/22 12:30:00 PM,24.931,0.0,,,
727,07/06/22 01:00:00 PM,25.125,0.0,,,
728,07/06/22 01:30:00 PM,25.416,0.0,,,
729,07/06/22 02:00:00 PM,25.708,0.0,,,
730,07/06/22 02:30:00 PM,25.805,0.0,,,
731,07/06/22 03:00:00 PM,26.097,0.0,,,
732,07/06/22 03:30:00 PM,26.292,0.0,,,
733,07/06/22 04:00:00 PM,26.390,0.0,,,
734,07/06/22 04:30:00 PM,26.488,0.0,,,
735,07/06/22 05:00:00 PM,26.585,0.0,,,
736,07/06/22 05:30:00 PM,26.585,0.0,,,
737,07/06/22 06:00:00 PM,26.683,0.0,,,
738,07/06/22 06:30:00 PM,26.683,0.0,,,
739,07/06/22 07:00:00 PM,26.781,0.0,,,
740,07/06/22 07:30:00 PM,26.781,0.0,,,
741,07/06/22 08:00:00 PM,26.781,0.0,,,
742,07/06/22 08:30:00 PM,26.781,0.0,,,
743,07/06/22 09:00:00 PM,26.781,0.0,,,
744,07/06/22 09:30:00 PM,26.683,0.0,,,
745,07/06/22 10:00:00 PM,26.585,0.0,,,
746,07/06/22 10:30:00 PM,26.488,0.0,,,
747,07/06/22 11:00:00 PM,26.488,0.0,,,
748,07/06/22 11:30:00 PM,26.390,0.0,,,
749,07/07/22 12:00:00 AM,26.390,0.0,,,
750,07/07/22 12:30:00 AM,26.195,0.0,,,
751,07/07/22 01:00:00 AM,26.097,0.0,,,
752,07/07/22 01:30:00 AM,25.902,0.0,,,
753,07/07/22 02:00:00 AM,25.805,0.0,,,
754,07/07/22 02:30:00 AM,25.610,0.0,,,
755,07/07/22 03:00:00 AM,25.416,0.0,,,
756,07/07/22 03:30:00 AM,25.222,0.0,,,
757,07/07/22 04:00:00 AM,25.028,0.0,,,
758,07/07/22 04:30:00 AM,24.738,0.0,,,
759,07/07/22 05:00:00 AM,24.545,0.0,,,
760,07/07/22 05:30:00 AM,24.351,0.0,,,
761,07/07/22 06:00:00 AM,24.158,0.0,,,
762,07/07/22 06:30:00 AM,23.869,0.0,,,
763,07/07/22 07:00:00 AM,23.773,0.0,,,
764,07/07/22 07:30:00 AM,23.581,0.0,,,
765,07/07/22 08:00:00 AM,23.484,0.0,,,
766,07/07/22 08:30:00 AM,23.196,0.0,,,
767,07/07/22 09:00:00 AM,23.004,0.0,,,
768,07/07/22 09:30:00 AM,22.812,0.0,,,
769,07/07/22 10:00:00 AM,22.621,0.0,,,
770,07/07/22 10:30:00 AM,22.525,0.0,,,
771,07/07/22 11:00:00 AM,22.717,0.0,,,
772,07/07/22 11:30:00 AM,22.908,0.0,,,
773,07/07/22 12:00:00 PM,23.388,0.0,,,
774,07/07/22 12:30:00 PM,23.773,0.0,,,
775,07/07/22 01:00:00 PM,24.255,0.0,,,
776,07/07/22 01:30:00 PM,24.641,0.0,,,
777,07/07/22 02:00:00 PM,24.931,0.0,,,
778,07/07/22 02:30:00 PM,25.513,0.0,,,
779,07/07/22 03:00:00 PM,25.902,0.0,,,
780,07/07/22 03:30:00 PM,26.292,1.0,,,
781,07/07/22 04:00:00 PM,26.585,0.0,,,
782,07/07/22 04:30:00 PM,26.781,2.0,,,
783,07/07/22 05:00:00 PM,27.173,1.0,,,
784,07/07/22 05:30:00 PM,27.468,1.0,,,
785,07/07/22 06:00:00 PM,27.764,1.0,,,
786,07/07/22 06:30:00 PM,27.961,0.0,,,
787,07/07/22 07:00:00 PM,28.060,0.0,,,
788,07/07/22 07:30:00 PM,28.159,0.0,,,
789,07/07/22 08:00:00 PM,28.159,0.0,,,
790,07/07/22 08:30:00 PM,28.258,0.0,,,
791,07/07/22 09:00:00 PM,28.258,0.0,,,
792,07/07/22 09:30:00 PM,28.159,0.0,,,
793,07/07/22 10:00:00 PM,28.159,0.0,,,
794,07/07/22 10:30:00 PM,28.159,0.0,,,
795,07/07/22 11:00:00 PM,28.060,0.0,,,
796,07/07/22 11:30:00 PM,28.060,0.0,,,
797,07/08/22 12:00:00 AM,27.961,0.0,,,
798,07/08/22 12:30:00 AM,27.862,0.0,,,
799,07/08/22 01:00:00 AM,27.764,0.0,,,
800,07/08/22 01:30:00 AM,27.665,0.0,,,
801,07/08/22 02:00:00 AM,27.665,0.0,,,
802,07/08/22 02:30:00 AM,27.468,0.0,,,
803,07/08/22 03:00:00 AM,27.370,0.0,,,
804,07/08/22 03:30:00 AM,27.272,0.0,,,
805,07/08/22 04:00:00 AM,27.173,0.0,,,
806,07/08/22 04:30:00 AM,27.075,0.0,,,
807,07/08/22 05:00:00 AM,26.977,0.0,,,
808,07/08/22 05:30:00 AM,26.781,0.0,,,
809,07/08/22 06:00:00 AM,26.781,0.0,,,
810,07/08/22 06:30:00 AM,26.585,0.0,,,
811,07/08/22 07:00:00 AM,26.585,0.0,,,
812,07/08/22 07:30:00 AM,26.488,0.0,,,
813,07/08/22 08:00:00 AM,26.390,0.0,,,
814,07/08/22 08:30:00 AM,26.000,0.0,,,
815,07/08/22 09:00:00 AM,25.805,0.0,,,
816,07/08/22 09:30:00 AM,25.610,0.0,,,
817,07/08/22 10:00:00 AM,25.513,0.0,,,
818,07/08/22 10:30:00 AM,25.610,0.0,,,
819,07/08/22 11:00:00 AM,25.416,1.0,,,
820,07/08/22 11:30:00 AM,25.513,0.0,,,
821,07/08/22 12:00:00 PM,25.319,1.0,,,
822,07/08/22 12:30:00 PM,25.319,1.0,,,
823,07/08/22 01:00:00 PM,25.319,1.0,,,
824,07/08/22 01:30:00 PM,25.319,2.0,,,
825,07/08/22 02:00:00 PM,25.319,2.0,,,
826,07/08/22 02:30:00 PM,25.610,6.0,,,
827,07/08/22 02:52:11 PM,,,Logged,,
828,07/08/22 02:52:17 PM,,,,Logged,Logged
