SN:3K430000011034 BD:Jun 13 2018 VC:1b25605 MD5:6b0db77fe57db46f4053c6adab9edcba
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd, Temp_Status_mA,Temp_Status_mA_sd,Analyzer_Status_mA,Analyzer_Status_mA_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC
  07/28/2022 12:05:35.769,     2.37840e+0,     0.00000e+0,     2.32149e+4,     0.00000e+0,     4.04215e+2,     0.00000e+0,     1.21746e+0,     0.00000e+0,     2.06911e+2,     0.00000e+0,     1.40362e+2,     0.00000e+0,     2.95176e+1,     0.00000e+0,     3.00170e+1,     0.00000e+0,     1.12871e+1,     0.00000e+0,     8.31729e+0,     0.00000e+0,     6.89590e-1,     0.00000e+0,    -7.62275e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:36.763,     2.35276e+0,     0.00000e+0,     2.37741e+4,     0.00000e+0,     3.99918e+2,     0.00000e+0,     2.41006e+0,     0.00000e+0,     4.09657e+2,     0.00000e+0,     1.40358e+2,     0.00000e+0,     2.95178e+1,     0.00000e+0,     3.00139e+1,     0.00000e+0,     1.12908e+1,     0.00000e+0,     8.31868e+0,     0.00000e+0,     6.90181e-1,     0.00000e+0,    -7.62150e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:37.757,     2.34537e+0,     0.00000e+0,     2.35952e+4,     0.00000e+0,     3.97217e+2,     0.00000e+0,     2.40204e+0,     0.00000e+0,     4.06815e+2,     0.00000e+0,     1.40368e+2,     0.00000e+0,     2.95185e+1,     0.00000e+0,     3.00109e+1,     0.00000e+0,     1.12892e+1,     0.00000e+0,     8.31722e+0,     0.00000e+0,     6.91242e-1,     0.00000e+0,    -7.61943e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:38.752,     2.34070e+0,     0.00000e+0,     2.34723e+4,     0.00000e+0,     3.97381e+2,     0.00000e+0,     2.39696e+0,     0.00000e+0,     4.06933e+2,     0.00000e+0,     1.40369e+2,     0.00000e+0,     2.95195e+1,     0.00000e+0,     3.00120e+1,     0.00000e+0,     1.12921e+1,     0.00000e+0,     8.31709e+0,     0.00000e+0,     6.91242e-1,     0.00000e+0,    -7.61943e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:39.747,     2.33378e+0,     0.00000e+0,     2.33564e+4,     0.00000e+0,     3.95651e+2,     0.00000e+0,     2.38960e+0,     0.00000e+0,     4.05113e+2,     0.00000e+0,     1.40394e+2,     0.00000e+0,     2.95201e+1,     0.00000e+0,     3.00133e+1,     0.00000e+0,     1.12911e+1,     0.00000e+0,     8.31674e+0,     0.00000e+0,     6.92194e-1,     0.00000e+0,    -7.61770e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:40.741,     2.32881e+0,     0.00000e+0,     2.32158e+4,     0.00000e+0,     3.95616e+2,     0.00000e+0,     2.38416e+0,     0.00000e+0,     4.05019e+2,     0.00000e+0,     1.40368e+2,     0.00000e+0,     2.95208e+1,     0.00000e+0,     3.00116e+1,     0.00000e+0,     1.12910e+1,     0.00000e+0,     8.31761e+0,     0.00000e+0,     6.93135e-1,     0.00000e+0,    -7.61599e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:41.735,     2.32309e+0,     0.00000e+0,     2.31401e+4,     0.00000e+0,     3.93425e+2,     0.00000e+0,     2.37812e+0,     0.00000e+0,     4.02744e+2,     0.00000e+0,     1.40373e+2,     0.00000e+0,     2.95210e+1,     0.00000e+0,     3.00085e+1,     0.00000e+0,     1.12917e+1,     0.00000e+0,     8.31633e+0,     0.00000e+0,     6.93135e-1,     0.00000e+0,    -7.61599e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:42.731,     2.31493e+0,     0.00000e+0,     2.29781e+4,     0.00000e+0,     3.92538e+2,     0.00000e+0,     2.36938e+0,     0.00000e+0,     4.01770e+2,     0.00000e+0,     1.40385e+2,     0.00000e+0,     2.95215e+1,     0.00000e+0,     3.00097e+1,     0.00000e+0,     1.12944e+1,     0.00000e+0,     8.31662e+0,     0.00000e+0,     6.93856e-1,     0.00000e+0,    -7.61489e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:43.726,     2.30819e+0,     0.00000e+0,     2.28633e+4,     0.00000e+0,     3.93113e+2,     0.00000e+0,     2.36220e+0,     0.00000e+0,     4.02312e+2,     0.00000e+0,     1.40349e+2,     0.00000e+0,     2.95223e+1,     0.00000e+0,     3.00108e+1,     0.00000e+0,     1.12935e+1,     0.00000e+0,     8.31762e+0,     0.00000e+0,     6.93856e-1,     0.00000e+0,    -7.61489e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:44.719,     2.30131e+0,     0.00000e+0,     2.26978e+4,     0.00000e+0,     3.92141e+2,     0.00000e+0,     2.35476e+0,     0.00000e+0,     4.01248e+2,     0.00000e+0,     1.40362e+2,     0.00000e+0,     2.95229e+1,     0.00000e+0,     3.00107e+1,     0.00000e+0,     1.12946e+1,     0.00000e+0,     8.31608e+0,     0.00000e+0,     6.94502e-1,     0.00000e+0,    -7.61398e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:45.715,     2.29626e+0,     0.00000e+0,     2.25507e+4,     0.00000e+0,     3.91941e+2,     0.00000e+0,     2.34924e+0,     0.00000e+0,     4.00983e+2,     0.00000e+0,     1.40353e+2,     0.00000e+0,     2.95235e+1,     0.00000e+0,     3.00129e+1,     0.00000e+0,     1.12944e+1,     0.00000e+0,     8.31795e+0,     0.00000e+0,     6.94502e-1,     0.00000e+0,    -7.61398e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:46.708,     2.29064e+0,     0.00000e+0,     2.24659e+4,     0.00000e+0,     3.91443e+2,     0.00000e+0,     2.34329e+0,     0.00000e+0,     4.00440e+2,     0.00000e+0,     1.40336e+2,     0.00000e+0,     2.95234e+1,     0.00000e+0,     3.00098e+1,     0.00000e+0,     1.12961e+1,     0.00000e+0,     8.31710e+0,     0.00000e+0,     6.95078e-1,     0.00000e+0,    -7.61323e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:47.703,     2.28612e+0,     0.00000e+0,     2.23067e+4,     0.00000e+0,     3.91601e+2,     0.00000e+0,     2.33828e+0,     0.00000e+0,     4.00536e+2,     0.00000e+0,     1.40340e+2,     0.00000e+0,     2.95242e+1,     0.00000e+0,     3.00125e+1,     0.00000e+0,     1.12950e+1,     0.00000e+0,     8.31713e+0,     0.00000e+0,     6.95078e-1,     0.00000e+0,    -7.61323e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:48.697,     2.28278e+0,     0.00000e+0,     2.22229e+4,     0.00000e+0,     3.91037e+2,     0.00000e+0,     2.33466e+0,     0.00000e+0,     3.99925e+2,     0.00000e+0,     1.40342e+2,     0.00000e+0,     2.95242e+1,     0.00000e+0,     3.00119e+1,     0.00000e+0,     1.12959e+1,     0.00000e+0,     8.31639e+0,     0.00000e+0,     6.95589e-1,     0.00000e+0,    -7.61264e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
  07/28/2022 12:05:49.693,     2.27847e+0,     0.00000e+0,     2.21408e+4,     0.00000e+0,     3.91191e+2,     0.00000e+0,     2.33005e+0,     0.00000e+0,     4.00049e+2,     0.00000e+0,     1.40320e+2,     0.00000e+0,     2.95247e+1,     0.00000e+0,     3.00131e+1,     0.00000e+0,     1.12966e+1,     0.00000e+0,     8.31745e+0,     0.00000e+0,     6.95589e-1,     0.00000e+0,    -7.61264e+0,     0.00000e+0,     2.00000e+1,     0.00000e+0,     2.00000e+1,     0.00000e+0,              2,             -1,       Disabled
