lakeid,year4,daynum,sampledate,depth,rep,sta,event,wtemp,o2,o2sat
WI,2008,106,4/15/08,3.6,1,1,,8.2,13.8,124.3
WI,2008,120,4/29/08,0,1,1,,12.1,11.8,116.4
WI,2008,120,4/29/08,1,1,1,,12.1,11.6,114.5
WI,2008,120,4/29/08,2,1,1,,12,11.3,111.3
WI,2008,120,4/29/08,3,1,1,,12,11.3,111.3
WI,2008,120,4/29/08,3.6,1,1,,12,11.3,111.3
WI,2008,134,5/13/08,0,1,1,,15.5,11.4,121.2
WI,2008,134,5/13/08,1,1,1,,15.5,11.4,121.2
WI,2008,134,5/13/08,2,1,1,,15.5,11.4,121.2
WI,2008,134,5/13/08,3,1,1,,15.5,11.4,121.2
WI,2008,134,5/13/08,3.5,1,1,,15.4,11.2,118.9
WI,2008,150,5/29/08,0,1,1,,17.7,11,122.5
WI,2008,150,5/29/08,1,1,1,,17.7,11,122.5
WI,2008,150,5/29/08,2,1,1,,17.5,10.8,119.8
WI,2008,150,5/29/08,3,1,1,,17,10.8,118.6
WI,2008,150,5/29/08,3.5,1,1,,17.2,10.5,115.7
WI,2008,163,6/11/08,0,1,1,,22.1,8.8,107
WI,2008,163,6/11/08,1,1,1,,22.1,8.4,102.1
WI,2008,163,6/11/08,2,1,1,,21.9,8.1,98.1
WI,2008,163,6/11/08,3,1,1,,21.4,4.6,55.2
WI,2008,163,6/11/08,3.5,1,1,,20.8,1.8,21.3
WI,2008,177,6/25/08,0,1,1,,24,10,126.1
WI,2008,177,6/25/08,1,1,1,,23.9,9.9,124.6
WI,2008,177,6/25/08,2,1,1,,23.7,9.8,122.9
WI,2008,177,6/25/08,3,1,1,,22.4,4.2,51.4
WI,2008,177,6/25/08,3.5,1,1,,21.9,0.9,10.9
WI,2008,191,7/9/08,0,1,1,,24.9,7.5,96.2
WI,2008,191,7/9/08,1,1,1,,24.8,7.3,93.4
WI,2008,191,7/9/08,2,1,1,,24.6,7,89.3
WI,2008,191,7/9/08,3,1,1,,23.9,4.1,51.6
WI,2008,191,7/9/08,3.4,1,1,,23.4,0.1,1.2
WI,2008,204,7/22/08,0,1,1,,26.9,9.2,122.4
WI,2008,204,7/22/08,1,1,1,,26.6,9,119.1
WI,2008,204,7/22/08,1.5,1,1,,26.6,9,119.1
WI,2008,204,7/22/08,2,1,1,,26.8,8.9,118.2
WI,2008,204,7/22/08,2.5,1,1,,26.7,8.3,110
WI,2008,204,7/22/08,3,1,1,,25.4,2.1,27.2
WI,2008,204,7/22/08,3.5,1,1,,24.3,0.4,5.1
WI,2008,219,8/6/08,0,1,1,,26.1,7.9,103.6
WI,2008,219,8/6/08,1,1,1,,26.1,7.8,102.2
WI,2008,219,8/6/08,2,1,1,,26,7.5,98.1
WI,2008,219,8/6/08,3,1,1,,25.5,4.1,53.2
WI,2008,219,8/6/08,3.5,1,1,,25.4,3.2,41.4
WI,2008,232,8/19/08,0,1,1,,24.8,8.2,105
WI,2008,232,8/19/08,1,1,1,,24.7,8.4,107.3
WI,2008,232,8/19/08,2,1,1,,24.7,8.2,104.8
WI,2008,232,8/19/08,3,1,1,,24.4,7.8,99.1
WI,2008,232,8/19/08,3.8,1,1,,24,1.2,15.1
WI,2008,252,9/8/08,0,1,1,,20.8,7.7,91.3
WI,2008,252,9/8/08,1,1,1,,20.8,7.7,91.3
WI,2008,252,9/8/08,2,1,1,,20.8,7.7,91.3
WI,2008,252,9/8/08,3,1,1,,20.7,7.3,86.4
WI,2008,252,9/8/08,3.5,1,1,,20.7,3.3,39
WI,2008,280,10/6/08,0,1,1,,14.4,12,124.6
WI,2008,280,10/6/08,1,1,1,,14.4,12,124.6
WI,2008,280,10/6/08,2,1,1,,14.4,12.6,130.9
WI,2008,280,10/6/08,3,1,1,,14.4,13.1,136
WI,2008,280,10/6/08,3.5,1,1,,14.4,12.1,125.7
WI,2008,308,11/3/08,0,1,1,,9.7,13.3,124.2
WI,2008,308,11/3/08,1,1,1,,9.6,13.3,123.9
WI,2008,308,11/3/08,2,1,1,,9.5,13.3,123.6
WI,2008,308,11/3/08,3,1,1,,9.4,13.2,122.4
WI,2008,308,11/3/08,3.5,1,1,,9.4,11,102
WI,2009,47,2/16/09,0,1,1,,2.1,8.8,67.7
WI,2009,47,2/16/09,1,1,1,,4.7,7.8,64.3
WI,2009,47,2/16/09,2,1,1,,5,6.4,53.2
WI,2009,47,2/16/09,3,1,1,,4.8,4.6,38
WI,2009,47,2/16/09,3.5,1,1,,5.3,4,33.5
WI,2009,103,4/13/09,0,1,1,,9,13.5,123.9
WI,2009,103,4/13/09,1,1,1,,9,14,128.5
WI,2009,103,4/13/09,2,1,1,,9,14.6,134
WI,2009,103,4/13/09,3,1,1,,9,14.6,134
WI,2009,103,4/13/09,3.5,1,1,,9,14.6,134
WI,2009,119,4/29/09,0,1,1,,13.4,9.7,98.5
WI,2009,119,4/29/09,1,1,1,,13.4,9.6,97.5
WI,2009,119,4/29/09,2,1,1,,13.4,9.5,96.5
WI,2009,119,4/29/09,3,1,1,,13.4,9.4,95.5
WI,2009,119,4/29/09,3.7,1,1,,13.4,6.6,67.1
WI,2009,132,5/12/09,0,1,1,,17,9.4,103.2
WI,2009,132,5/12/09,1,1,1,,16.9,9.4,103
WI,2009,132,5/12/09,2,1,1,,16.9,8.9,97.5
WI,2009,132,5/12/09,3,1,1,,16.9,8.1,88.7
WI,2009,132,5/12/09,3.8,1,1,,17.6,1.4,15.6
WI,2009,147,5/27/09,0,1,1,,19,8.2,93.8
WI,2009,147,5/27/09,1,1,1,,19,8.1,92.6
WI,2009,147,5/27/09,2,1,1,,19,8.1,92.6
WI,2009,147,5/27/09,3,1,1,,19,8,91.5
WI,2009,147,5/27/09,3.6,1,1,,19.1,4,45.8
WI,2009,162,6/11/09,0,1,1,,20.2,9.9,116
WI,2009,162,6/11/09,1,1,1,,19.8,10,116.2
WI,2009,162,6/11/09,2,1,1,,18.7,10.1,114.8
WI,2009,162,6/11/09,3,1,1,,18.2,3.2,36
WI,2009,162,6/11/09,3.5,1,1,,18.3,0.1,1.1
WI,2009,173,6/22/09,0,1,1,,25.6,9.1,118.2
WI,2009,173,6/22/09,1,1,1,,25.1,8.9,114.5
WI,2009,173,6/22/09,2,1,1,,24.7,8.4,107.3
WI,2009,173,6/22/09,3,1,1,,23.2,4.1,50.9
WI,2009,173,6/22/09,3.5,1,1,,22.1,1.4,17
WI,2009,188,7/7/09,0,1,1,,23.6,11.4,142.7
WI,2009,188,7/7/09,1,1,1,,22.3,11.3,137.9
WI,2009,188,7/7/09,2,1,1,,21.6,8.9,107.2
WI,2009,188,7/7/09,3,1,1,,20.8,3.2,37.9
WI,2009,188,7/7/09,3.5,1,1,,20.8,0.7,8.3
WI,2009,202,7/21/09,0,1,1,,22.2,10.6,129.2
WI,2009,202,7/21/09,1,1,1,,22,10.4,126.2
WI,2009,202,7/21/09,2,1,1,,21,9.2,109.5
WI,2009,202,7/21/09,3,1,1,,20.8,3.8,45.1
WI,2009,202,7/21/09,3.6,1,1,,21.3,1.5,18
WI,2009,215,8/3/09,0,1,1,,23.4,7.7,96
WI,2009,215,8/3/09,1,1,1,,23.4,7.7,96
WI,2009,215,8/3/09,2,1,1,,23.4,7.5,93.5
WI,2009,215,8/3/09,3,1,1,,23.3,7.7,95.8
WI,2009,215,8/3/09,3.6,1,1,,22.9,0.4,4.9
WI,2009,229,8/17/09,0,1,1,,25.5,7.4,95.9
WI,2009,229,8/17/09,1,1,1,,25.4,7.1,91.9
WI,2009,229,8/17/09,2,1,1,,25.3,6.5,84
WI,2009,229,8/17/09,3,1,1,,24.7,3.4,43.4
WI,2009,229,8/17/09,3.6,1,1,,24.1,1.2,15.2
WI,2009,243,8/31/09,0,1,1,,20.2,8.2,96.1
WI,2009,243,8/31/09,1,1,1,,19.9,8.2,95.5
WI,2009,243,8/31/09,2,1,1,,19.8,8.1,94.1
WI,2009,243,8/31/09,3,1,1,,19.7,7.7,89.3
WI,2009,243,8/31/09,3.6,1,1,,19.9,0.7,8.2
WI,2009,275,10/2/09,0,1,1,,14.7,9.5,99.3
WI,2009,275,10/2/09,1,1,1,,14.7,9.2,96.2
WI,2009,275,10/2/09,2,1,1,,14.7,9.2,96.2
WI,2009,275,10/2/09,3,1,1,,14.7,9.2,96.2
WI,2009,275,10/2/09,3.6,1,1,,15.7,1,10.7
WI,2009,308,11/4/09,0,1,1,,9.5,12.7,118
WI,2009,308,11/4/09,1,1,1,,9.5,12.7,118
WI,2009,308,11/4/09,2,1,1,,9.5,13,120.8
WI,2009,308,11/4/09,3,1,1,,9.8,13.1,122.6
WI,2009,308,11/4/09,3.7,1,1,,10.6,4.6,43.9
WI,2010,36,2/5/10,0,1,1,,1.7,10,76.1
WI,2010,36,2/5/10,1,1,1,,3.9,8.6,69.5
WI,2010,36,2/5/10,2,1,1,,4.2,4.4,35.8
WI,2010,36,2/5/10,3,1,1,,4.3,3.5,28.6
WI,2010,36,2/5/10,3.5,1,1,,5.3,0.1,0.8
WI,2010,89,3/30/10,0,1,1,,9.8,11.5,107.6
WI,2010,89,3/30/10,1,1,1,,9.7,11.5,107.4
WI,2010,89,3/30/10,2,1,1,,9.7,11.5,107.4
WI,2010,89,3/30/10,3,1,1,,9.7,11.5,107.4
WI,2010,89,3/30/10,3.6,1,1,,9.7,12.4,115.8
WI,2010,104,4/14/10,0,1,1,,12.5,12.3,122.5
WI,2010,104,4/14/10,1,1,1,,12.5,12.3,122.5
WI,2010,104,4/14/10,2,1,1,,12.5,12.3,122.5
WI,2010,104,4/14/10,3,1,1,,12.5,12.3,122.5
WI,2010,104,4/14/10,3.5,1,1,,12.7,12.6,126
WI,2010,117,4/27/10,0,1,1,,13.8,10.3,105.6
WI,2010,117,4/27/10,1,1,1,,13.8,10.3,105.6
WI,2010,117,4/27/10,2,1,1,,13.6,10.2,104.1
WI,2010,117,4/27/10,3,1,1,,13.5,10.4,105.9
WI,2010,117,4/27/10,3.5,1,1,,13.1,9.9,99.9
WI,2010,132,5/12/10,0,1,1,,12.1,9.1,89.8
WI,2010,132,5/12/10,1,1,1,,12.1,9.1,89.8
WI,2010,132,5/12/10,2,1,1,,12.1,9.1,89.8
WI,2010,132,5/12/10,3,1,1,,12.1,9.1,89.8
WI,2010,132,5/12/10,3.5,1,1,,12.1,8.8,86.8
WI,2010,146,5/26/10,0,1,1,,25,9.5,122
WI,2010,146,5/26/10,1,1,1,,24.6,9.5,121.1
WI,2010,146,5/26/10,2,1,1,,19.8,10.1,117.4
WI,2010,146,5/26/10,3,1,1,,17.6,2.3,25.6
WI,2010,146,5/26/10,3.5,1,1,,17.3,0.7,7.7
WI,2010,161,6/10/10,0,1,1,,22,7.2,87.4
WI,2010,161,6/10/10,1,1,1,,21.6,7.1,85.5
WI,2010,161,6/10/10,2,1,1,,21.5,6.8,81.7
WI,2010,161,6/10/10,3,1,1,,21.4,6.1,73.2
WI,2010,161,6/10/10,3.5,1,1,,21.1,3.8,45.3
WI,2010,173,6/22/10,0,1,1,,24.5,8.4,106.9
WI,2010,173,6/22/10,1,1,1,,24.4,8.3,105.4
WI,2010,173,6/22/10,2,1,1,,24.1,6,75.8
WI,2010,173,6/22/10,3,1,1,,22.6,3.8,46.7
WI,2010,173,6/22/10,3.6,1,1,,22.3,1.5,18.3
WI,2010,188,7/7/10,0,1,1,,26.6,7.4,97.9
WI,2010,188,7/7/10,1,1,1,,26.4,7.3,96.2
WI,2010,188,7/7/10,2,1,1,,26.1,5.1,66.9
WI,2010,188,7/7/10,3,1,1,,25.3,2.1,27.1
WI,2010,188,7/7/10,3.5,1,1,,24.7,2,25.6
WI,2010,202,7/21/10,0,1,1,,27.5,8.2,110.2
WI,2010,202,7/21/10,1,1,1,,27.4,8.2,110
WI,2010,202,7/21/10,2,1,1,,26.9,8.2,109.1
WI,2010,202,7/21/10,2.5,1,1,,26.7,6.2,82.2
WI,2010,202,7/21/10,3,1,1,,26.1,1.6,21
WI,2010,202,7/21/10,3.5,1,1,,25.9,1.4,18.3
WI,2010,217,8/5/10,0,1,1,,26.6,8.8,116.4
WI,2010,217,8/5/10,1,1,1,,26.5,8.3,109.6
WI,2010,217,8/5/10,2,1,1,,26.3,7.8,102.6
WI,2010,217,8/5/10,2.5,1,1,,26.2,7.5,98.5
WI,2010,217,8/5/10,3,1,1,,25.3,0.6,7.8
WI,2010,217,8/5/10,3.5,1,1,,24.9,0.1,1.3
WI,2010,229,8/17/10,0,1,1,,24.4,7.3,92.7
WI,2010,229,8/17/10,1,1,1,,24.4,7.1,90.2
WI,2010,229,8/17/10,2,1,1,,24.4,6.8,86.4
WI,2010,229,8/17/10,3,1,1,,23.9,5,62.9
WI,2010,229,8/17/10,3.6,1,1,,23.6,4.8,60.1
WI,2010,243,8/31/10,0,1,1,,25,7.8,100.2
WI,2010,243,8/31/10,1,1,1,,25,7.7,98.9
WI,2010,243,8/31/10,2,1,1,,24.9,7.4,94.9
WI,2010,243,8/31/10,3,1,1,,23.4,1.7,21.2
WI,2010,243,8/31/10,3.6,1,1,,23.1,1.4,17.4
WI,2010,281,10/8/10,0,1,1,,14.8,9.1,95.3
WI,2010,281,10/8/10,1,1,1,,14.8,9,94.3
WI,2010,281,10/8/10,2,1,1,,14.8,9,94.3
WI,2010,281,10/8/10,3,1,1,,14.6,8.7,90.7
WI,2010,281,10/8/10,3.5,1,1,,14.5,8.5,88.5
WI,2010,314,11/10/10,0,1,1,,8.6,13.7,124.6
WI,2010,314,11/10/10,1,1,1,,8.6,13.7,124.6
WI,2010,314,11/10/10,2,1,1,,8.4,13.7,124
WI,2010,314,11/10/10,3,1,1,,8.3,13.7,123.7
WI,2010,314,11/10/10,3.5,1,1,,8.3,7.7,69.5
WI,2011,27,1/27/11,0,1,1,,0.6,17.8,131.4
WI,2011,27,1/27/11,1,1,1,,2.9,14.6,114.8
WI,2011,27,1/27/11,2,1,1,,3.9,6.6,53.3
WI,2011,27,1/27/11,3,1,1,,4.5,2.4,19.7
WI,2011,27,1/27/11,3.5,1,1,,5.2,0.7,5.8
WI,2011,75,3/16/11,0,1,1,,2.3,22,170.2
WI,2011,75,3/16/11,1,1,1,,5.7,20,169.3
WI,2011,75,3/16/11,2,1,1,,5,7.4,61.5
WI,2011,75,3/16/11,3,1,1,,4.3,5.5,44.9
WI,2011,75,3/16/11,3.5,1,1,,4.1,4.3,34.9
WI,2011,110,4/20/11,0,1,1,,7,10.9,95.3
WI,2011,110,4/20/11,1,1,1,,7,10.8,94.4
WI,2011,110,4/20/11,2,1,1,,7,10.7,93.6
WI,2011,110,4/20/11,3,1,1,,7,10.6,92.7
WI,2011,110,4/20/11,3.5,1,1,,7,0.2,1.7
WI,2011,124,5/4/11,0,1,1,,11.8,12,117.6
WI,2011,124,5/4/11,1,1,1,,11.2,13.3,128.6
WI,2011,124,5/4/11,2,1,1,,11,13.8,132.8
WI,2011,124,5/4/11,3,1,1,,11,13.6,130.9
WI,2011,124,5/4/11,3.5,1,1,,11,12.7,122.2
WI,2011,138,5/18/11,0,1,1,,15,9.7,102.1
WI,2011,138,5/18/11,1,1,1,,15,9.6,101
WI,2011,138,5/18/11,2,1,1,,15,9.6,101
WI,2011,138,5/18/11,3,1,1,,15,9.2,96.8
WI,2011,138,5/18/11,3.5,1,1,,15,8.7,91.5
WI,2011,152,6/1/11,0,1,1,,19.3,9,103.6
WI,2011,152,6/1/11,1,1,1,,19.3,9.1,104.7
WI,2011,152,6/1/11,2,1,1,,19.2,8.5,97.6
WI,2011,152,6/1/11,3,1,1,,19.2,8.1,93
WI,2011,152,6/1/11,3.5,1,1,,19,7.3,83.5
WI,2011,166,6/15/11,0,1,1,,20.8,9.7,115
WI,2011,166,6/15/11,1,1,1,,20.8,9.9,117.4
WI,2011,166,6/15/11,2,1,1,,20.8,9.4,111.4
WI,2011,166,6/15/11,3,1,1,,20.8,9.4,111.4
WI,2011,166,6/15/11,3.5,1,1,,20.8,9.9,117.4
WI,2011,179,6/28/11,0,1,1,,22.1,9.5,115.5
WI,2011,179,6/28/11,1,1,1,,22,9.6,116.5
WI,2011,179,6/28/11,2,1,1,,22,9.7,117.7
WI,2011,179,6/28/11,3,1,1,,21.9,9.8,118.7
WI,2011,179,6/28/11,3.5,1,1,,21.8,9.7,117.3
WI,2011,194,7/13/11,0,1,1,,26,8.7,113.8
WI,2011,194,7/13/11,1,1,1,,26,8.5,111.2
WI,2011,194,7/13/11,2,1,1,,26,8.4,109.9
WI,2011,194,7/13/11,3,1,1,,26,8.4,109.9
WI,2011,194,7/13/11,3.2,1,1,,26,8.1,106
WI,2011,207,7/26/11,0,1,1,,27.8,7.8,105.4
WI,2011,207,7/26/11,1,1,1,,27.7,7.6,102.5
WI,2011,207,7/26/11,2,1,1,,27.6,7.2,97
WI,2011,207,7/26/11,3,1,1,,27.5,6.3,84.7
WI,2011,207,7/26/11,3.5,1,1,,27.4,6,80.5
WI,2011,222,8/10/11,0,1,1,,25.9,7.9,103.2
WI,2011,222,8/10/11,1,1,1,,25.5,7.3,94.6
WI,2011,222,8/10/11,2,1,1,,25.4,7,90.6
WI,2011,222,8/10/11,2.5,1,1,,25.3,7,90.4
WI,2011,222,8/10/11,3,1,1,,25.3,5.1,65.9
WI,2011,222,8/10/11,3.5,1,1,,25.1,0.1,1.3
WI,2011,235,8/23/11,0,1,1,,24.1,7.6,96
WI,2011,235,8/23/11,1,1,1,,24.1,7.7,97.3
WI,2011,235,8/23/11,2,1,1,,24.1,7.6,96
WI,2011,235,8/23/11,3,1,1,,24.1,7.7,97.3
WI,2011,235,8/23/11,3.2,1,1,,24.1,7.6,96
WI,2011,258,9/15/11,0,1,1,,19.4,12.1,139.5
WI,2011,258,9/15/11,1,1,1,,19.4,12.1,139.5
WI,2011,258,9/15/11,2,1,1,,19.2,12.1,139
WI,2011,258,9/15/11,3,1,1,,18.6,11.4,129.3
WI,2011,258,9/15/11,3.5,1,1,,18.6,11,124.8
WI,2011,278,10/5/11,0,1,1,,15.7,13.3,142
WI,2011,278,10/5/11,1,1,1,,14.7,13.3,139
WI,2011,278,10/5/11,2,1,1,,14.3,12.5,129.5
WI,2011,278,10/5/11,3,1,1,,14.3,12.5,129.5
WI,2011,278,10/5/11,3.5,1,1,,14.3,12.4,128.5
WI,2011,305,11/1/11,0,1,1,,8.7,13,118.5
WI,2011,305,11/1/11,1,1,1,,8.7,13,118.5
WI,2011,305,11/1/11,2,1,1,,8.7,13,118.5
WI,2011,305,11/1/11,3,1,1,,8.6,13,118.2
WI,2011,305,11/1/11,3.5,1,1,,8.6,13,118.2
WI,2012,47,2/16/12,0,1,1,,2.6,19.4,151.4
WI,2012,47,2/16/12,1,1,1,,4.5,19.4,159.2
WI,2012,47,2/16/12,2,1,1,,5.1,20,166.7
WI,2012,47,2/16/12,3,1,1,,5.7,16.6,140.5
WI,2012,47,2/16/12,3.5,1,1,,5.9,18.9,160.8
WI,2012,95,4/4/12,0,1,1,,12.8,11.8,118.3
WI,2012,95,4/4/12,1,1,1,,12.8,11.8,118.3
WI,2012,95,4/4/12,2,1,1,,12.8,12,120.3
WI,2012,95,4/4/12,3,1,1,,12.8,12.1,121.3
WI,2012,95,4/4/12,3.5,1,1,,12.8,12.1,121.3
WI,2012,109,4/18/12,0,1,1,,14.1,10.4,107.3
WI,2012,109,4/18/12,1,1,1,,14.1,10.2,105.2
WI,2012,109,4/18/12,2,1,1,,14.1,10.2,105.2
WI,2012,109,4/18/12,3,1,1,,14.1,10.2,105.2
WI,2012,109,4/18/12,3.5,1,1,,14,8.5,87.5
WI,2012,124,5/3/12,0,1,1,,15.2,12.4,131
WI,2012,124,5/3/12,1,1,1,,15,12.4,130.5
WI,2012,124,5/3/12,2,1,1,,15,12.4,130.5
WI,2012,124,5/3/12,3,1,1,,14.9,12.3,129.1
WI,2012,124,5/3/12,3.5,1,1,,13.1,12.3,124.1
WI,2012,138,5/17/12,0,1,1,,19.5,11.3,130.6
WI,2012,138,5/17/12,1,1,1,,19.5,11.3,130.6
WI,2012,138,5/17/12,2,1,1,,19.4,11,126.8
WI,2012,138,5/17/12,3,1,1,,18.8,10.7,121.9
WI,2012,138,5/17/12,3.4,1,1,,18.8,10.7,121.9
WI,2012,151,5/30/12,0,1,1,,21.5,6.9,82.9
WI,2012,151,5/30/12,1,1,1,,21.6,6.8,81.9
WI,2012,151,5/30/12,2,1,1,,21.6,6.8,81.9
WI,2012,151,5/30/12,3,1,1,,21.6,6.9,83.1
WI,2012,151,5/30/12,3.3,1,1,,21.6,6.5,78.3
WI,2012,165,6/13/12,0,1,1,,23.3,8,99.5
WI,2012,165,6/13/12,1,1,1,,23.2,8.2,101.8
WI,2012,165,6/13/12,2,1,1,,22.8,8,98.6
WI,2012,165,6/13/12,3,1,1,,22.6,8.1,99.5
WI,2012,165,6/13/12,3.2,1,1,,22.6,7.7,94.5
WI,2012,178,6/26/12,0,1,1,,24.9,7.6,97.5
WI,2012,178,6/26/12,1,1,1,,24.8,7.7,98.6
WI,2012,178,6/26/12,2,1,1,,24.5,8.1,103.1
WI,2012,178,6/26/12,3,1,1,,24.4,7.7,97.8
WI,2012,178,6/26/12,3.2,1,1,,24.5,7.7,98
WI,2012,194,7/12/12,0,1,1,,27.7,8.7,117.4
WI,2012,194,7/12/12,1,1,1,,27.6,8.6,115.8
WI,2012,194,7/12/12,2,1,1,,27.5,8.3,111.6
WI,2012,194,7/12/12,3,1,1,,27.1,7,93.4
WI,2012,194,7/12/12,3.5,1,1,,27,6.8,90.6
WI,2012,206,7/24/12,0,1,1,,26.5,7.4,97.7
WI,2012,206,7/24/12,1,1,1,,26.5,7.3,96.4
WI,2012,206,7/24/12,2,1,1,,26.5,7.3,96.4
WI,2012,206,7/24/12,3,1,1,,25.7,0.6,7.8
WI,2012,206,7/24/12,3.4,1,1,,25.2,0.1,1.3
WI,2012,221,8/8/12,0,1,1,,26.2,5.9,77.5
WI,2012,221,8/8/12,1,1,1,,26.2,5.8,76.2
WI,2012,221,8/8/12,2,1,1,,26.2,5.7,74.9
WI,2012,221,8/8/12,3,1,1,,25.3,0.7,9
WI,2012,221,8/8/12,3.5,1,1,,24.9,2.4,30.8
WI,2012,237,8/24/12,0,1,1,,23.4,9.5,118.4
WI,2012,237,8/24/12,1,1,1,,23.4,9.3,115.9
WI,2012,237,8/24/12,2,1,1,,22.9,7.7,95.1
WI,2012,237,8/24/12,3,1,1,,22.2,5.9,71.9
WI,2012,237,8/24/12,3.4,1,1,,22,4.3,52.2
WI,2012,249,9/5/12,0,1,1,,23.8,5.8,72.9
WI,2012,249,9/5/12,1,1,1,,23.8,5.6,70.3
WI,2012,249,9/5/12,2,1,1,,23.8,5.6,70.3
WI,2012,249,9/5/12,3,1,1,,23.7,5.6,70.2
WI,2012,249,9/5/12,3.5,1,1,,23.7,5.2,65.2
WI,2012,276,10/2/12,0,1,1,,16.2,10.6,114.4
WI,2012,276,10/2/12,1,1,1,,16.1,10.7,115.3
WI,2012,276,10/2/12,2,1,1,,16,10.7,115
WI,2012,276,10/2/12,3,1,1,,16,10.7,115
WI,2012,276,10/2/12,3.5,1,1,,16,10.7,115
WI,2012,304,10/30/12,0,1,1,,9,10.6,97.3
WI,2012,304,10/30/12,1,1,1,,9,10.6,97.3
WI,2012,304,10/30/12,2,1,1,,9,10.6,97.3
WI,2012,304,10/30/12,3,1,1,,9,10.6,97.3
WI,2012,304,10/30/12,3.5,1,1,,9,10.6,97.3
WI,2013,56,2/25/13,0,1,1,,0.8,20.7,153.7
WI,2013,56,2/25/13,1,1,1,,4.5,17.6,144.4
WI,2013,56,2/25/13,2,1,1,,4.2,14.3,116.4
WI,2013,56,2/25/13,2.5,1,1,,,,
WI,2013,56,2/25/13,3,1,1,,3.1,10.2,80.7
WI,2013,56,2/25/13,3.2,1,1,,,,
WI,2013,56,2/25/13,3.5,1,1,,3.4,7.7,61.4
WI,2013,120,4/30/13,0,1,1,,13.9,13.4,137.6
WI,2013,120,4/30/13,1,1,1,,13.9,13.4,137.6
WI,2013,120,4/30/13,2,1,1,,13.8,13.6,139.4
WI,2013,120,4/30/13,3,1,1,,13.6,13.6,138.8
WI,2013,120,4/30/13,3.5,1,1,,13.6,13.7,139.8
WI,2013,135,5/15/13,0,1,1,,17.5,10.3,114.2
WI,2013,135,5/15/13,1,1,1,,17.1,10.1,111.1
WI,2013,135,5/15/13,2,1,1,,16.6,9.7,105.6
WI,2013,135,5/15/13,3,1,1,,14.5,8.6,89.5
WI,2013,135,5/15/13,3.5,1,1,,14.3,8.6,89.1
WI,2013,149,5/29/13,0,1,1,,18.4,9.6,108.5
WI,2013,149,5/29/13,1,1,1,,18.2,9.6,108
WI,2013,149,5/29/13,2,1,1,,18.1,9.6,107.8
WI,2013,149,5/29/13,3,1,1,,16.9,8.8,96.4
WI,2013,149,5/29/13,3.5,1,1,,16.9,9.2,100.8
WI,2013,163,6/12/13,0,1,1,,22.8,14.6,180
WI,2013,163,6/12/13,1,1,1,,22.7,14.5,178.4
WI,2013,163,6/12/13,2,1,1,,20.8,13.1,155.3
WI,2013,163,6/12/13,3,1,1,,19.6,7.1,82.2
WI,2013,163,6/12/13,3.5,1,1,,18.9,2.9,33.1
WI,2013,175,6/24/13,0,1,1,,24.5,9.5,120.9
WI,2013,175,6/24/13,1,1,1,,24.5,9.2,117.1
WI,2013,175,6/24/13,2,1,1,,24.3,8,101.4
WI,2013,175,6/24/13,3,1,1,,22.4,0.2,2.4
WI,2013,175,6/24/13,3.6,1,1,,21.2,0.2,2.4
WI,2013,191,7/10/13,0,1,1,,27.3,11.2,150
WI,2013,191,7/10/13,1,1,1,,27.1,10.9,145.5
WI,2013,191,7/10/13,2,1,1,,24.9,3.4,43.6
WI,2013,191,7/10/13,3,1,1,,22.2,0.1,1.2
WI,2013,191,7/10/13,3.7,1,1,,21.5,0.1,1.2
WI,2013,203,7/22/13,0,1,1,,27.3,9.4,125.9
WI,2013,203,7/22/13,1,1,1,,27.1,9.1,121.5
WI,2013,203,7/22/13,1.5,1,1,,26.7,8.2,108.7
WI,2013,203,7/22/13,2,1,1,,25.7,5.9,76.8
WI,2013,203,7/22/13,2.5,1,1,,25.1,2.1,27
WI,2013,203,7/22/13,3,1,1,,23.1,0.1,1.2
WI,2013,203,7/22/13,3.6,1,1,,21.6,0.1,1.2
WI,2013,220,8/8/13,0,1,1,,24.8,9.2,117.7
WI,2013,220,8/8/13,1,1,1,,24.6,9.3,118.6
WI,2013,220,8/8/13,1.5,1,1,,24.4,9.1,115.6
WI,2013,220,8/8/13,2,1,1,,24.3,8.9,112.9
WI,2013,220,8/8/13,2.5,1,1,,23.5,2.7,33.7
WI,2013,220,8/8/13,3,1,1,,21.5,0,0
WI,2013,220,8/8/13,3.6,1,1,,20.9,0,0
WI,2013,231,8/19/13,0,1,1,,24.8,11.8,151
WI,2013,231,8/19/13,1,1,1,,24.6,11.6,147.9
WI,2013,231,8/19/13,2,1,1,,23.5,9.9,123.7
WI,2013,231,8/19/13,2.5,1,1,,22.7,2.6,32
WI,2013,231,8/19/13,3,1,1,,22.1,0.1,1.2
WI,2013,231,8/19/13,3.5,1,1,,21.3,0.1,1.2
WI,2013,252,9/9/13,0,1,1,,23.9,7.7,96.9
WI,2013,252,9/9/13,1,1,1,,23.7,7.4,92.8
WI,2013,252,9/9/13,2,1,1,,23.6,6.9,86.3
WI,2013,252,9/9/13,2.5,1,1,,23.5,6.6,82.4
WI,2013,252,9/9/13,3,1,1,,23.3,5.4,67.2
WI,2013,252,9/9/13,3.6,1,1,,23.3,4.9,61
WI,2013,275,10/2/13,0,1,1,,20,9.7,113.2
WI,2013,275,10/2/13,1,1,1,,19.9,9.7,113
WI,2013,275,10/2/13,2,1,1,,19.6,9.3,107.7
