lakeid,year4,daynum,sampledate,depth,rep,sta,event,wtemp,o2,o2sat
WI,2013,275,10/2/13,3,1,1,,19.3,8.9,102.4
WI,2013,275,10/2/13,3.4,1,1,,19.3,8.5,97.8
WI,2013,304,10/31/13,0,1,1,,8.6,14.2,129.1
WI,2013,304,10/31/13,1,1,1,,8.5,14.2,128.8
WI,2013,304,10/31/13,2,1,1,,8.5,14,127
WI,2013,304,10/31/13,3,1,1,,8.4,13.9,125.8
WI,2013,304,10/31/13,3.5,1,1,,8.4,13.5,122.2
WI,2014,122,5/2/14,0,1,1,,9.9,10.6,99.4
WI,2014,122,5/2/14,1,1,1,,9.9,10.6,99.4
WI,2014,122,5/2/14,2,1,1,,9.9,10.6,99.4
WI,2014,122,5/2/14,3,1,1,,9.9,10.3,96.6
WI,2014,122,5/2/14,3.6,1,1,,10,9.1,85.6
WI,2014,135,5/15/14,0,1,1,,15.5,9.1,96.8
WI,2014,135,5/15/14,1,1,1,,15.6,9,95.9
WI,2014,135,5/15/14,2,1,1,,15.6,9,95.9
WI,2014,135,5/15/14,3,1,1,,15.5,8.7,92.5
WI,2014,135,5/15/14,3.5,1,1,,15.4,8.5,90.2
WI,2014,154,6/3/14,0,1,1,,23.6,8.1,101.4
WI,2014,154,6/3/14,1,1,1,,23.5,8.1,101.2
WI,2014,154,6/3/14,2,1,1,,23.2,7.8,96.9
WI,2014,154,6/3/14,3,1,1,,21.4,0,0
WI,2014,154,6/3/14,3.7,1,1,,20.8,0,0
WI,2014,163,6/12/14,0,1,1,,22,9.4,114.1
WI,2014,163,6/12/14,1,1,1,,22,9.3,112.9
WI,2014,163,6/12/14,2,1,1,,21.9,8.9,107.8
WI,2014,163,6/12/14,3,1,1,,21.8,8.7,105.2
WI,2014,163,6/12/14,3.2,1,1,,21.8,8.3,100.3
WI,2014,175,6/24/14,0,1,1,,25.9,12.9,168.5
WI,2014,175,6/24/14,1,1,1,,25.5,12.4,160.8
WI,2014,175,6/24/14,1.5,1,1,,25.1,9.7,124.8
WI,2014,175,6/24/14,2,1,1,,23.6,3.9,48.8
WI,2014,175,6/24/14,3,1,1,,22.1,0,0
WI,2014,175,6/24/14,3.5,1,1,,21.5,0,0
WI,2014,191,7/10/14,0,1,1,,24.1,9.2,116.2
WI,2014,191,7/10/14,1,1,1,,24,9.2,116
WI,2014,191,7/10/14,2,1,1,,23.9,8.4,105.7
WI,2014,191,7/10/14,3,1,1,,23.4,3.4,42.4
WI,2014,191,7/10/14,3.5,1,1,,22.9,0.3,3.7
WI,2014,204,7/23/14,0,1,1,,24.9,9.2,118
WI,2014,204,7/23/14,1,1,1,,24.9,9.1,116.7
WI,2014,204,7/23/14,2,1,1,,24.8,8.9,113.9
WI,2014,204,7/23/14,3,1,1,,22.7,0.8,9.8
WI,2014,204,7/23/14,3.6,1,1,,21.9,0.2,2.4
WI,2014,218,8/6/14,0,1,1,,24.6,9.8,125
WI,2014,218,8/6/14,1,1,1,,24,9.3,117.3
WI,2014,218,8/6/14,2,1,1,,23.7,9.2,115.3
WI,2014,218,8/6/14,3,1,1,,23.1,0.2,2.5
WI,2014,218,8/6/14,3.5,1,1,,22.5,0.2,2.5
WI,2014,231,8/19/14,0,1,1,,24.3,9.2,116.7
WI,2014,231,8/19/14,1,1,1,,24.1,9.1,115
WI,2014,231,8/19/14,2,1,1,,23.9,8.8,110.8
WI,2014,231,8/19/14,3,1,1,,23.9,8.4,105.7
WI,2014,231,8/19/14,3.5,1,1,,23.5,7.5,93.7
WI,2014,251,9/8/14,0,1,1,,22.8,9.6,118.3
WI,2014,251,9/8/14,1,1,1,,22.7,9.4,115.6
WI,2014,251,9/8/14,2,1,1,,22.7,1.4,17.2
WI,2014,251,9/8/14,3,1,1,,21.8,0.6,7.3
WI,2014,251,9/8/14,3.5,1,1,,21.2,0.7,8.4
WI,2014,273,9/30/14,0,1,1,,18.7,10.5,119.4
WI,2014,273,9/30/14,1,1,1,,18.7,10.4,118.2
WI,2014,273,9/30/14,2,1,1,,18.7,10.1,114.8
WI,2014,273,9/30/14,3,1,1,,18.7,10.2,116
WI,2014,273,9/30/14,3.2,1,1,,18.7,10.2,116
WI,2014,307,11/3/14,0,1,1,,7.5,13,115.1
WI,2014,307,11/3/14,1,1,1,,7.5,13.1,116
WI,2014,307,11/3/14,2,1,1,,7.5,13.2,116.9
WI,2014,307,11/3/14,3,1,1,,7.5,13.3,117.7
WI,2014,307,11/3/14,3.6,1,1,,7.5,13.3,117.7
WI,2015,28,1/28/15,0,1,1,,2.5,27.3,212.4
WI,2015,28,1/28/15,1,1,1,,4.7,18.8,155.1
WI,2015,28,1/28/15,2,1,1,,5.4,9,75.6
WI,2015,28,1/28/15,3,1,1,,5.4,3.6,30.2
WI,2015,28,1/28/15,3.5,1,1,,5.5,2.2,18.5
WI,2015,90,3/31/15,0,1,1,,5.8,15.1,128.1
WI,2015,90,3/31/15,1,1,1,,5.7,15.2,128.6
WI,2015,90,3/31/15,2,1,1,,5.5,14.7,123.8
WI,2015,90,3/31/15,3,1,1,,5.4,1.5,12.6
WI,2015,90,3/31/15,3.5,1,1,,5.4,0.4,3.4
WI,2015,107,4/17/15,0,1,1,,15.8,13.8,147.7
WI,2015,107,4/17/15,1,1,1,,15.3,13.9,147.2
WI,2015,107,4/17/15,2,1,1,,13.1,13.2,133.2
WI,2015,107,4/17/15,3,1,1,,12.8,11.9,119.3
WI,2015,107,4/17/15,3.6,1,1,,12.5,8,79.7
WI,2015,117,4/27/15,0,1,1,,11.3,12.5,121.1
WI,2015,117,4/27/15,1,1,1,,11.3,12.7,123.1
WI,2015,117,4/27/15,2,1,1,,11.1,3.3,31.8
WI,2015,117,4/27/15,3,1,1,,9.6,0.8,7.5
WI,2015,117,4/27/15,3.5,1,1,,9.8,1.2,11.2
WI,2015,132,5/12/15,0,1,1,,16.4,9.3,100.8
WI,2015,132,5/12/15,1,1,1,,16.4,9.3,100.8
WI,2015,132,5/12/15,2,1,1,,16.4,9.3,100.8
WI,2015,132,5/12/15,3,1,1,,16.4,9.3,100.8
WI,2015,132,5/12/15,3.5,1,1,,16.4,8.8,95.4
WI,2015,148,5/28/15,0,1,1,,20.8,10.2,120.9
WI,2015,148,5/28/15,1,1,1,,20.6,10.1,119.3
WI,2015,148,5/28/15,2,1,1,,20.3,10.3,120.9
WI,2015,148,5/28/15,3,1,1,,18.9,5.8,66.2
WI,2015,148,5/28/15,3.5,1,1,,18.6,0.3,3.4
WI,2015,162,6/11/15,0,1,1,,23.8,10.3,129.4
WI,2015,162,6/11/15,1,1,1,,23.8,10.5,131.9
WI,2015,162,6/11/15,1.5,1,1,,23.8,10.5,131.9
WI,2015,162,6/11/15,2,1,1,,23.8,9.8,123.1
WI,2015,162,6/11/15,3,1,1,,21.2,2,23.9
WI,2015,162,6/11/15,3.5,1,1,,20.7,0.3,3.5
WI,2015,175,6/24/15,0,1,1,,25.5,9.2,119.3
WI,2015,175,6/24/15,1,1,1,,24.2,10.1,127.8
WI,2015,175,6/24/15,2,1,1,,23.9,9,113.3
WI,2015,175,6/24/15,2.5,1,1,,23.5,6,74.9
WI,2015,175,6/24/15,3,1,1,,23.1,4.1,50.8
WI,2015,175,6/24/15,3.6,1,1,,22.7,1.2,14.8
WI,2015,191,7/10/15,0,1,1,,24.8,10.6,135.7
WI,2015,191,7/10/15,0.5,1,1,,23.6,11.5,143.9
WI,2015,191,7/10/15,1,1,1,,23.4,11.5,143.4
WI,2015,191,7/10/15,1.5,1,1,,23.2,10.3,127.9
WI,2015,191,7/10/15,2,1,1,,23,10,123.7
WI,2015,191,7/10/15,2.5,1,1,,22.6,6.6,81
WI,2015,191,7/10/15,3,1,1,,22,5.1,61.9
WI,2015,191,7/10/15,3.5,1,1,,22,0,0
WI,2015,204,7/23/15,0,1,1,,26,9.6,125.6
WI,2015,204,7/23/15,1,1,1,,25.1,9.4,121
WI,2015,204,7/23/15,1.5,1,1,,24.9,9.4,120.5
WI,2015,204,7/23/15,2,1,1,,24.7,8.7,111.1
WI,2015,204,7/23/15,2.5,1,1,,24.2,2.9,36.7
WI,2015,204,7/23/15,3,1,1,,23.9,1.7,21.4
WI,2015,204,7/23/15,3.7,1,1,,23.6,0,0
WI,2015,217,8/5/15,0,1,1,,25.9,8.3,108.4
WI,2015,217,8/5/15,1,1,1,,24.9,8.8,112.8
WI,2015,217,8/5/15,2,1,1,,24.7,7.9,100.9
WI,2015,217,8/5/15,2.5,1,1,,24.6,7.2,91.8
WI,2015,217,8/5/15,3,1,1,,24.5,5.1,64.9
WI,2015,217,8/5/15,3.6,1,1,,24.3,2.7,34.2
WI,2015,229,8/17/15,0,1,1,,26.5,8.4,110.9
WI,2015,229,8/17/15,1,1,1,,26.4,8.1,106.8
WI,2015,229,8/17/15,2,1,1,,26.3,8.1,106.6
WI,2015,229,8/17/15,2.5,1,1,,25.4,3.1,40.1
WI,2015,229,8/17/15,3,1,1,,25,0,0
WI,2015,229,8/17/15,3.3,1,1,,24.6,0,0
WI,2015,251,9/8/15,0,1,1,,24.6,6.5,82.9
WI,2015,251,9/8/15,1,1,1,,24.6,6.3,80.3
WI,2015,251,9/8/15,2,1,1,,24.5,5.8,73.8
WI,2015,251,9/8/15,3,1,1,,20.8,0.1,1.2
WI,2015,251,9/8/15,3.3,1,1,,20.7,0.1,1.2
WI,2015,288,10/15/15,0,1,1,,14.2,9.5,98.2
WI,2015,288,10/15/15,1,1,1,,14.2,9.5,98.2
WI,2015,288,10/15/15,2,1,1,,14.1,9.5,98
WI,2015,288,10/15/15,3,1,1,,14.1,9.5,98
WI,2015,288,10/15/15,3.5,1,1,,14.1,9.5,98
WI,2015,313,11/9/15,0,1,1,,10.2,12.5,118.1
WI,2015,313,11/9/15,1,1,1,,10.2,12.5,118.1
WI,2015,313,11/9/15,2,1,1,,10.2,12.5,118.1
WI,2015,313,11/9/15,3,1,1,,10.2,12.5,118.1
WI,2015,313,11/9/15,3.6,1,1,,10.2,12.4,117.1
WI,2016,36,2/5/16,0,1,1,,0.4,20.3,149
WI,2016,36,2/5/16,1,1,1,,4.5,21.3,174.8
WI,2016,36,2/5/16,2,1,1,,4.4,13.5,110.5
WI,2016,36,2/5/16,3,1,1,,4.5,7.1,58.3
WI,2016,36,2/5/16,3.6,1,1,,4.7,6.6,54.4
WI,2016,90,3/30/16,0,1,1,,8.8,11.3,103.3
WI,2016,90,3/30/16,1,1,1,,8.8,11.5,105.1
WI,2016,90,3/30/16,2,1,1,,8.7,11.8,107.6
WI,2016,90,3/30/16,3,1,1,,8.7,12,109.4
WI,2016,90,3/30/16,3.5,1,1,,8.7,11.9,108.5
WI,2016,105,4/14/16,0,1,1,,8.4,13.8,124.9
WI,2016,105,4/14/16,1,1,1,,8.2,14.1,127
WI,2016,105,4/14/16,2,1,1,,8.1,14.4,129.4
WI,2016,105,4/14/16,3,1,1,,7.9,14.7,131.4
WI,2016,105,4/14/16,3.5,1,1,,7.9,15,134.1
WI,2016,118,4/27/16,0,1,1,,13.6,8.9,90.8
WI,2016,118,4/27/16,1,1,1,,13.6,8.9,90.8
WI,2016,118,4/27/16,2,1,1,,13.5,8.9,90.6
WI,2016,118,4/27/16,3,1,1,,13.5,8.9,90.6
WI,2016,118,4/27/16,3.5,1,1,,13.5,8.8,89.6
WI,2016,137,5/16/16,0,1,1,,13.8,10,102.5
WI,2016,137,5/16/16,1,1,1,,13.8,10,102.5
WI,2016,137,5/16/16,2,1,1,,13.7,10.2,104.3
WI,2016,137,5/16/16,3,1,1,,13.7,10.1,103.3
WI,2016,137,5/16/16,3.6,1,1,,13.7,9.9,101.2
WI,2016,146,5/25/16,0,1,1,,22.4,12.6,154.1
WI,2016,146,5/25/16,1,1,1,,22.1,11.9,144.7
WI,2016,146,5/25/16,1.5,1,1,,20.9,14.6,173.4
WI,2016,146,5/25/16,2,1,1,,17.4,14.5,160.5
WI,2016,146,5/25/16,3,1,1,,15.4,11.8,125.2
WI,2016,146,5/25/16,3.6,1,1,,15.1,7.7,81.2
WI,2016,161,6/9/16,0,1,1,,21.1,9.5,113.3
WI,2016,161,6/9/16,1,1,1,,21.2,9.2,109.9
WI,2016,161,6/9/16,2,1,1,,21.1,9.1,108.5
WI,2016,161,6/9/16,3,1,1,,20.3,9.3,109.2
WI,2016,161,6/9/16,3.5,1,1,,19.4,0,0
WI,2016,173,6/21/16,0,1,1,,24.7,8.9,113.7
WI,2016,173,6/21/16,1,1,1,,24.7,8.7,111.1
WI,2016,173,6/21/16,2,1,1,,24.6,8.9,113.5
WI,2016,173,6/21/16,3,1,1,,23.4,2.9,36.2
WI,2016,173,6/21/16,3.5,1,1,,23.3,0,0
WI,2016,189,7/7/16,0,1,1,,25.4,8.4,108.7
WI,2016,189,7/7/16,1,1,1,,25.2,7.9,101.9
WI,2016,189,7/7/16,2,1,1,,24.5,6.2,78.9
WI,2016,189,7/7/16,3,1,1,,23.7,0.8,10
WI,2016,189,7/7/16,3.5,1,1,,23.2,0,0
WI,2016,202,7/20/16,0,1,1,,26.5,11,145.3
WI,2016,202,7/20/16,1,1,1,,26.4,10.6,139.7
WI,2016,202,7/20/16,2,1,1,,24.9,6.3,80.8
WI,2016,202,7/20/16,3,1,1,,23.6,1.1,13.8
WI,2016,202,7/20/16,3.6,1,1,,23.1,0,0
WI,2016,216,8/3/16,0,1,1,,27.5,12.1,162.7
WI,2016,216,8/3/16,1,1,1,,26.4,10.2,134.4
WI,2016,216,8/3/16,2,1,1,,24.3,2.4,30.4
WI,2016,216,8/3/16,3,1,1,,23.3,0,0
WI,2016,216,8/3/16,3.6,1,1,,22.8,0,0
WI,2016,230,8/17/16,0,1,1,,27.3,7.1,95.1
WI,2016,230,8/17/16,1,1,1,,26.4,8.3,109.4
WI,2016,230,8/17/16,2,1,1,,25.5,2.7,35
WI,2016,230,8/17/16,3,1,1,,23.8,0,0
WI,2016,230,8/17/16,3.6,1,1,,23.3,0,0
WI,2016,252,9/8/16,0,1,1,,23.8,5.7,71.6
WI,2016,252,9/8/16,1,1,1,,23.7,5.7,71.5
WI,2016,252,9/8/16,2,1,1,,23.4,4.9,61.1
WI,2016,252,9/8/16,3,1,1,,22.1,0,0
WI,2016,252,9/8/16,3.6,1,1,,21.8,0,0
WI,2016,273,9/29/16,0,1,1,,17,9.1,99.9
WI,2016,273,9/29/16,1,1,1,,16.9,9.1,99.7
WI,2016,273,9/29/16,2,1,1,,16.8,8.9,97.3
WI,2016,273,9/29/16,3,1,1,,16.7,8.8,96
WI,2016,273,9/29/16,3.5,1,1,,16.6,8.6,93.6
WI,2016,306,11/1/16,0,1,1,,12,9.5,93.5
WI,2016,306,11/1/16,1,1,1,,11.8,8.5,83.3
WI,2016,306,11/1/16,2,1,1,,11.7,8.4,82.1
WI,2016,306,11/1/16,2.5,1,1,,11.7,8.5,83.1
WI,2016,306,11/1/16,3,1,1,,11.7,8.3,81.2
WI,2016,306,11/1/16,3.6,1,1,,11.9,0.1,1
WI,2017,47,2/16/17,0,1,1,,0.8,17.7,131.4
WI,2017,47,2/16/17,1,1,1,,6.1,17.5,149.6
WI,2017,47,2/16/17,1.5,1,1,,5.6,8.5,71.8
WI,2017,47,2/16/17,2,1,1,,5.3,5.5,46.1
WI,2017,47,2/16/17,2.5,1,1,,4.5,3.8,31.2
WI,2017,47,2/16/17,3,1,1,,4.6,0.6,4.9
WI,2017,47,2/16/17,3.3,1,1,,5.4,0.6,5
WI,2017,108,4/18/17,0,1,1,,14.8,9.7,101.6
WI,2017,108,4/18/17,1,1,1,,14.9,9.5,99.7
WI,2017,108,4/18/17,2,1,1,,14.9,9.7,101.8
WI,2017,108,4/18/17,3,1,1,,14.9,9.7,101.8
WI,2017,108,4/18/17,3.7,1,1,,14.9,9.6,100.8
WI,2017,124,5/4/17,0,1,1,,12.4,10.9,108.3
WI,2017,124,5/4/17,1,1,1,,12.4,10.6,105.3
WI,2017,124,5/4/17,2,1,1,,11.8,10.4,101.9
WI,2017,124,5/4/17,3,1,1,,10.7,9.1,87
WI,2017,124,5/4/17,3.7,1,1,,10.6,8.4,80.1
WI,2017,138,5/18/17,0,1,1,,20.4,8.5,100
WI,2017,138,5/18/17,1,1,1,,20.4,8.4,98.8
WI,2017,138,5/18/17,2,1,1,,20.4,8.4,98.8
WI,2017,138,5/18/17,3,1,1,,20.4,8.3,97.6
WI,2017,138,5/18/17,3.6,1,1,,19.6,0,0
WI,2017,152,6/1/17,0,1,1,,19.2,9,103.4
WI,2017,152,6/1/17,1,1,1,,18.6,9.2,104.4
WI,2017,152,6/1/17,2,1,1,,18.3,8.6,97
WI,2017,152,6/1/17,3,1,1,,17.9,6.6,73.8
WI,2017,152,6/1/17,3.6,1,1,,17.4,0,0
WI,2017,165,6/14/17,0,1,1,,26.5,8,105.6
WI,2017,165,6/14/17,1,1,1,,26.4,7.6,100.2
WI,2017,165,6/14/17,1.5,1,1,,26.3,7.6,100
WI,2017,165,6/14/17,2,1,1,,26.2,6.9,90.6
WI,2017,165,6/14/17,2.5,1,1,,25.1,3.4,43.8
WI,2017,165,6/14/17,3,1,1,,24,2.2,27.7
WI,2017,165,6/14/17,3.6,1,1,,22,0,0
WI,2017,178,6/27/17,0,1,1,,21.3,6.8,81.4
WI,2017,178,6/27/17,1,1,1,,21.2,6.8,81.3
WI,2017,178,6/27/17,2,1,1,,21.2,7,83.6
WI,2017,178,6/27/17,3,1,1,,20.9,7,83.2
WI,2017,178,6/27/17,3.6,1,1,,20.9,6.3,74.8
WI,2017,193,7/12/17,0,1,1,,25.3,8.1,104.6
WI,2017,193,7/12/17,1,1,1,,25.2,8,103.2
WI,2017,193,7/12/17,1.5,1,1,,25.2,7.9,101.9
WI,2017,193,7/12/17,2,1,1,,25,6.9,88.6
WI,2017,193,7/12/17,2.5,1,1,,23.4,4.1,51.1
WI,2017,193,7/12/17,3,1,1,,22,0.7,8.5
WI,2017,193,7/12/17,3.7,1,1,,20.8,0,0
WI,2017,207,7/26/17,0,1,1,,24.2,6.7,84.8
WI,2017,207,7/26/17,1,1,1,,24.2,6.3,79.7
WI,2017,207,7/26/17,2,1,1,,24.2,5.8,73.4
WI,2017,207,7/26/17,3,1,1,,22.9,0,0
WI,2017,207,7/26/17,3.6,1,1,,21.9,0,0
WI,2017,221,8/9/17,0,1,1,,23.1,8.2,101.6
WI,2017,221,8/9/17,1,1,1,,23,8.3,102.7
WI,2017,221,8/9/17,1.5,1,1,,22.8,8.1,99.8
WI,2017,221,8/9/17,2,1,1,,22.2,1.6,19.5
WI,2017,221,8/9/17,3,1,1,,21.6,0,0
WI,2017,221,8/9/17,3.6,1,1,,21.2,0,0
WI,2017,233,8/21/17,0,1,1,,24.2,9.4,119
WI,2017,233,8/21/17,1,1,1,,23.7,8.6,107.8
WI,2017,233,8/21/17,1.5,1,1,,23.1,4.8,59.5
WI,2017,233,8/21/17,2,1,1,,22.7,1.9,23.4
WI,2017,233,8/21/17,2.5,1,1,,22.5,0.3,3.7
WI,2017,233,8/21/17,3,1,1,,22.1,0,0
WI,2017,233,8/21/17,3.6,1,1,,21.5,0,0
WI,2017,251,9/8/17,0,1,1,,17.8,7.2,80.4
WI,2017,251,9/8/17,1,1,1,,17.8,6.9,77
WI,2017,251,9/8/17,2,1,1,,17.8,6.7,74.8
WI,2017,251,9/8/17,3,1,1,,17.8,6.8,75.9
WI,2017,251,9/8/17,3.5,1,1,,18,0,0
WI,2017,275,10/2/17,0,1,1,,19.1,5.7,65.3
WI,2017,275,10/2/17,1,1,1,,19,5.6,64.1
WI,2017,275,10/2/17,2,1,1,,19,5.4,61.8
WI,2017,275,10/2/17,3,1,1,,18.8,4.7,53.5
WI,2017,275,10/2/17,3.6,1,1,,18.8,0,0
WI,2017,304,10/31/17,0,1,1,,7.1,15.2,133.2
WI,2017,304,10/31/17,1,1,1,,7.1,14.9,130.6
WI,2017,304,10/31/17,2,1,1,,7.1,15.1,132.4
WI,2017,304,10/31/17,3,1,1,,7.1,15,131.5
WI,2017,304,10/31/17,3.5,1,1,,7.2,0.1,0.9
WI,2018,57,2/26/18,0,1,1,,1,10.5,78.4
WI,2018,57,2/26/18,0.5,1,1,,3.6,10.2,81.7
WI,2018,57,2/26/18,1,1,1,,3.7,18.1,145.4
WI,2018,57,2/26/18,1.5,1,1,,4.2,8.6,70
WI,2018,57,2/26/18,2,1,1,,4.2,6.1,49.7
WI,2018,57,2/26/18,3,1,1,,4.1,6,48.7
WI,2018,57,2/26/18,3.6,1,1,,5.5,2,16.8
WI,2018,116,4/26/18,0,1,1,,12.6,17.2,171.7
WI,2018,116,4/26/18,1,1,1,,12.3,17.1,169.5
WI,2018,116,4/26/18,2,1,1,,11.6,16.9,164.9
WI,2018,116,4/26/18,3,1,1,,10.7,0.3,2.9
WI,2018,136,5/16/18,0,1,1,,20.4,12,141.2
WI,2018,136,5/16/18,1,1,1,,18.4,12.3,139
WI,2018,136,5/16/18,2,1,1,,16.6,10,108.9
WI,2018,136,5/16/18,3,1,1,,14.8,4.8,50.3
WI,2018,136,5/16/18,3.2,1,1,,14.6,4.6,48
WI,2018,151,5/31/18,0,1,1,,26,10.2,133.5
WI,2018,151,5/31/18,1,1,1,,25.9,10.1,131.9
WI,2018,151,5/31/18,1.5,1,1,,25.7,9.6,124.9
WI,2018,151,5/31/18,2,1,1,,22.9,8.2,101.3
WI,2018,151,5/31/18,2.5,1,1,,21.2,7.9,94.4
WI,2018,151,5/31/18,3,1,1,,19.2,5.2,59.7
WI,2018,151,5/31/18,3.6,1,1,,18.3,3.7,41.7
WI,2018,165,6/14/18,0,1,1,,23.1,10.4,128.9
WI,2018,165,6/14/18,1,1,1,,22.7,10,123
WI,2018,165,6/14/18,2,1,1,,22.5,8.7,106.6
WI,2018,165,6/14/18,3,1,1,,21.8,0.6,7.3
WI,2018,165,6/14/18,3.4,1,1,,21.3,0,0
WI,2018,179,6/28/18,0,1,1,,24.9,9.7,124.4
WI,2018,179,6/28/18,1,1,1,,23.6,9.3,116.4
WI,2018,179,6/28/18,1.5,1,1,,23.1,8.5,105.4
WI,2018,179,6/28/18,2,1,1,,22.1,4.1,49.9
WI,2018,179,6/28/18,2.5,1,1,,21.7,1.4,16.9
WI,2018,179,6/28/18,3,1,1,,21.5,0.3,3.6
WI,2018,194,7/13/18,0,1,1,,27.2,7.6,101.6
WI,2018,194,7/13/18,0.5,1,1,,27.2,7.2,96.3
WI,2018,194,7/13/18,1,1,1,,27.1,7,93.4
WI,2018,194,7/13/18,1.5,1,1,,27,6.9,91.9
WI,2018,194,7/13/18,2,1,1,,27,6.5,86.6
WI,2018,194,7/13/18,2.5,1,1,,26.7,3.3,43.7
WI,2018,194,7/13/18,3,1,1,,25.3,0.2,2.6
WI,2018,194,7/13/18,3.5,1,1,,24.3,0.2,2.5
WI,2018,205,7/24/18,0,1,1,,25,10.5,134.9
WI,2018,205,7/24/18,1,1,1,,24.7,11.4,145.6
WI,2018,205,7/24/18,2,1,1,,23.9,9,113.3
WI,2018,205,7/24/18,3,1,1,,23.1,1.9,23.6
WI,2018,205,7/24/18,3.6,1,1,,22.8,0,0
WI,2018,221,8/9/18,0,1,1,,24.4,7.7,97.8
WI,2018,221,8/9/18,1,1,1,,24.3,7.3,92.6
WI,2018,221,8/9/18,2,1,1,,24.1,6.3,79.6
WI,2018,221,8/9/18,3,1,1,,23.2,0,0
WI,2018,221,8/9/18,3.4,1,1,,22.9,0,0
WI,2018,233,8/21/18,0,1,1,,23.2,5.7,70.8
WI,2018,233,8/21/18,1,1,1,,23.2,5.7,70.8
WI,2018,233,8/21/18,2,1,1,,23.1,5.7,70.7
WI,2018,233,8/21/18,2.5,1,1,,23,5.6,69.3
WI,2018,233,8/21/18,3,1,1,,21.8,4.8,58
WI,2018,233,8/21/18,3.8,1,1,,20.9,4.8,57
WI,2018,249,9/6/18,0,1,1,,23.2,7.4,91.9
WI,2018,249,9/6/18,1,1,1,,23.2,7.2,89.4
WI,2018,249,9/6/18,2,1,1,,23.1,6.7,83.1
WI,2018,249,9/6/18,3,1,1,,23,6.4,79.2
WI,2018,249,9/6/18,3.7,1,1,,22.3,0.1,1.2
WI,2018,285,10/12/18,0,1,1,,13.1,11.7,118.1
WI,2018,285,10/12/18,1,1,1,,13.2,11.4,115.3
WI,2018,285,10/12/18,2,1,1,,13.2,11.3,114.3
WI,2018,285,10/12/18,3,1,1,,13.2,11.4,115.3
WI,2018,285,10/12/18,3.5,1,1,,13.8,0.1,1
WI,2018,305,11/1/18,0,1,1,,8.8,15.5,141.6
WI,2018,305,11/1/18,0.5,1,1,,8.8,14.6,133.4
WI,2018,305,11/1/18,1,1,1,,8.8,14.9,136.1
WI,2018,305,11/1/18,1.5,1,1,,8.8,15.1,138
WI,2018,305,11/1/18,2,1,1,,8.7,14.9,135.8
WI,2018,305,11/1/18,2.5,1,1,,8.7,14.8,134.9
WI,2018,305,11/1/18,3,1,1,,9,8.1,74.4
WI,2018,305,11/1/18,3.5,1,1,,10.3,0.2,1.9
WI,2019,60,3/1/19,0,1,1,,0.3,20.2,147.9
WI,2019,60,3/1/19,1,1,1,,4.3,6.9,56.3
WI,2019,60,3/1/19,2,1,1,,4.8,4.6,38
WI,2019,60,3/1/19,3,1,1,,3.7,7.5,60.3
WI,2019,60,3/1/19,3.4,1,1,,4.9,0.7,5.8
WI,2019,108,4/18/19,0,1,1,,9.6,14.3,133.2
WI,2019,108,4/18/19,1,1,1,,9.6,14.2,132.2
WI,2019,108,4/18/19,2,1,1,,9.6,14.3,133.2
WI,2019,108,4/18/19,3,1,1,,9.6,14,130.4
WI,2019,108,4/18/19,3.4,1,1,,9.7,13.7,127.9
WI,2019,121,5/1/19,0,1,1,,10.8,11.3,108.2
WI,2019,121,5/1/19,1,1,1,,10.8,11.3,108.2
WI,2019,121,5/1/19,2,1,1,,10.6,10.2,97.2
WI,2019,121,5/1/19,3,1,1,,10.6,9.9,94.4
WI,2019,121,5/1/19,3.2,1,1,,10.6,9.7,92.5
WI,2019,135,5/15/19,0,1,1,,17.1,12.3,135.3
WI,2019,135,5/15/19,1,1,1,,15.2,12.5,132.1
WI,2019,135,5/15/19,2,1,1,,14.7,12.3,128.6
WI,2019,135,5/15/19,3,1,1,,13.7,9.8,100.2
WI,2019,135,5/15/19,3.4,1,1,,13.8,9.6,98.4
WI,2019,150,5/30/19,0,1,1,,20.5,10.2,120.2
WI,2019,150,5/30/19,1,1,1,,19,9.6,109.8
WI,2019,150,5/30/19,2,1,1,,18.5,7.1,80.4
WI,2019,150,5/30/19,3,1,1,,18.2,5,56.3
WI,2019,150,5/30/19,3.4,1,1,,18.1,3.7,41.6
WI,2019,165,6/14/19,0,1,1,,20.1,9.3,108.7
WI,2019,165,6/14/19,1,1,1,,20.1,9.3,108.7
WI,2019,165,6/14/19,2,1,1,,20.1,9.1,106.4
WI,2019,165,6/14/19,3,1,1,,20.1,9.1,106.4
WI,2019,165,6/14/19,3.6,1,1,,20.1,0.4,4.7
WI,2019,177,6/26/19,0,1,1,,24.5,11.2,142.5
WI,2019,177,6/26/19,1,1,1,,22.4,10.8,132.1
WI,2019,177,6/26/19,2,1,1,,21.9,9.5,115.1
WI,2019,177,6/26/19,3,1,1,,21.4,4.6,55.2
WI,2019,177,6/26/19,3.6,1,1,,20.8,0.6,7.1
WI,2019,192,7/11/19,0,1,1,,26.9,7.4,98.4
WI,2019,192,7/11/19,1,1,1,,26.7,7.3,96.7
WI,2019,192,7/11/19,2,1,1,,26.4,6.8,89.6
WI,2019,192,7/11/19,3,1,1,,25.5,2.8,36.3
WI,2019,192,7/11/19,3.5,1,1,,24.4,0.3,3.8
WI,2019,205,7/24/19,0,1,1,,27.5,8.8,118.3
WI,2019,205,7/24/19,1,1,1,,25.8,8.6,112.1
